AvailabilityCode|AvailabilityCodeDescription|CVComment|CVTitle|CandidatePermission|CandidateStatusCode|CandidateStatusCodeDescription|CurrentEmployer|CurrentJob|ExternalID|ExtraInfo|HighestEducationLevelCode|HighestEducationLevelCodeDescription|Last3Experiences|ProfilePicture|SalaryCode|SalaryCodeDescription|TotalExperienceYears|id
||||0||||Management Consultant|||5|Master|Gerente Sênior de Infraestrutura de TI, Gerente Sr de Operações SAP, Gerente Sênior de Operações e Infraestrutura TI||||28|cv20625.xml
||||0|||Tuhe|Assistente Sênior de TI|||||Assistente Sênior de TI, Desenvolvedor Java, Estagiário||||6|cv38619.xml
||||||||Analista de Riscos/ Negócios|||5|Master|Gerente Administrativo / Financeiro, Analista Financeiro, Gerente Administrativo||||18|cv8262.xml
||||0|||Universidade de Brasília - Avenida L3 Norte, Asa Norte, Brasília|Coordenador de Tecnologia da Informação|||4|Bachelor|Coordenador de Tecnologia da Informação, Coordenador do Laboratório Central de Computação Científica, Assistente de coordenação||||18|cv1892.xml
|||||||Connect informações e tecnologia S/A|técnica de desenvolvimento|||4|Bachelor|Analista de sistemas nível 1, Desenhista Cadista, Sargento Temporário||||8|cv32924.xml
||||0|||Indra Politec|Desenvolvedor, Projetista e Administrador de Dados|||||Desenvolvedor, Projetista e Administrador de Dados, Analista de Sistemas, Analista||||11|cv26185.xml
||||0|||Unicom Engenharia de Serviços e Outsourcing|Instalador de Redes|||4|Bachelor|Suporte Técnico, Operador de Telemarketing|||||cv18238.xml
|||||||||||4|Bachelor||||||cv21128.xml
|||||||PRECISÃO LTDA|Técnico|||4|Bachelor|Estágio extra-curricular, Técnico, Estágio curricular||||4|cv9400.xml
|||||||CTIS Informática Ltda|Gerente de Equipe de Manutenção de Sistemas|||5|Master|Analista de Sistemas, Negócios e Requisitos, Analista de Sistemas, Analista de Sistemas||||15|cv12019.xml
|||||||Caixa Seguradora - Millenium|Analista Desenvolvedor Sênior|||4|Bachelor|Progamador Sênior, Programador Sênior, Programador Sênior||||11|cv9065.xml
||||0|||OSX Telecomunicações LTDA|Projetos|||5|Master|Projetos||||8|cv10196.xml
|||||||Véli Soluções em RH|Coordenadora de R&S / Consultora em Projetos|||5|Master|Consultora, Consultora, Analista de Gestão com Pessoas||||12|cv9638.xml
|||||||Cast Group|Programador Java Sênior|||4|Bachelor|Programador Java Pleno, Programador Java Pleno, Analista desenvolvedor Java||||6|cv34109.xml
||||0|||Sama|Analista de RH.|||||Estagiária||||2|cv37337.xml
|||||||DataEasy Soluções, Goiânia Goiás|Estagiário Desenvolvedor JAVA WEB|||4|Bachelor|Programador Jr, Estagiário Desenvolvedor Web, Estagiário Desenvolvedor JAVA WEB||||5|cv17285.xml
||||0||||Técnico de suporte, Central IT Governança Corporativa em DF|||4|Bachelor|Técnico de suporte, Central IT Governança Corporativa em DF, Estagiário de Suporte Técnico, Estagiário de Suporte Técnico||||6|cv29332.xml
||||0|||Pontifícia Universidade Católica de Minas Gerais|Analista de sistemas|||||Analista de sistemas, Desenvolvedor de Software Estagiário||||7|cv38608.xml
||||0||||||||||||||cv25835.xml
||||0|||Tribunal de Contas da União|Auditor Federal de Controle Externo|||5|Master|Researcher, Intern as Software Developer, Telecomunications Technician||||3|cv26254.xml
|||||||Prime Serviços|Recepcionista/Secretaria|||1|Secondary Education|Assessora Técnica, Atendente, Encarregada de Serviços Gerais|||||cv9591.xml
||||0|||SOLEMAK RECAUCHUTADORA LTDA|Analista de Recursos Humanos|||4|Bachelor|de Recursos Humanos, Assistente de Recursos Humanos II, Monitora de Call Center||||14|cv37756.xml
|||||||GRUPO PEREIRA DE SOUZA & CIA LTDA|Gerente Administrativo / Financeiro -|||5|Master|Instrutor, Coordenador do Núcleo da Qualidade do Organismo de Inspeção Veicular - OIC 0207, Auxiliar Administrativo (Estagiária)||||15|cv9581.xml
||||0|||Ministério da Defesa - Exército Brasileiro|Operador de Micro e Auxiliar Pessoal|||4|Bachelor|Auxiliar de Comunicação Social, Estagiário analista de Suporte, Operador de Micro e Auxiliar Pessoal||||9|cv20365.xml
||||0|||Hotel Royal Tulip Alvorada Brasília|Estagiária|||4|Bachelor||||||cv17730.xml
|||||||||||1|Secondary Education||||||cv4091.xml
|||||||Sky Brasil|Operador de Noc|||||Help Desk||||3|cv5161.xml
|||||||Banco do Brasil|Estagiário em auxilio de desenvolvimento de sistemas|||4|Bachelor|Estagiário em auxilio de desenvolvimento de sistemas, Auxiliar administrativo, Estagiário help Desk||||5|cv24106.xml
||||0|||Mult-e|Senior Java Developer|||3|University|Visual Basic Developer||||1|cv25570.xml
|||||||Faculdade ICESP Master of Business Administration|Governança em Tecnologia da Informação|||||Analista de Testes de Software, Estagiário, Governança em Tecnologia da Informação||||4|cv21681.xml
||||0|||Exército Brasileiro||||4|Bachelor|||||9|cv17868.xml
|||||||NEXUSTI - Soluções em Tecnologia da Informação|Suporte técnico em informática|||4|Bachelor|Analista de Marketing, Analista de Sistemas, Sistemas||||8|cv15615.xml
||||0|||||||1|Secondary Education||||||cv38228.xml
||||0|||Caixa Seguradora|Analista de Sistemas|||||Analista de Sistemas, Lider Técnico Sênior, Analista de Sistemas||||11|cv21353.xml
||||0|||Monumenta Comunicações Estratégicas|Líder de projetos e analista desenvolvedor|||4|Bachelor|Desenvolvedor, Analista desenvolvedor, Analista desenvolvedor||||8|cv19841.xml
||||0|||"Urban Insight Inc. | Los Angeles, CA, EUA *"|Web Developer|||5|Master|Business Intelligence Developer, Software Developer, Pesquisador||||6|cv34655.xml
||||0||||||||||||||cv25626.xml
|||||||WEBLINK PROVEDOR DE INTERNET|GERENTE DE REDES - SOCIO|||4|Bachelor|TECNICO, VENDEDOR, ÁREA VAREJISTA DE APRENDIZ||||5|cv9805.xml
|||||||SEST - Serviço Social do Transporte|Analista de Infraestrutura - Pleno|||4|Bachelor|Administrador de Redes Junior||||4|cv13037.xml
|||||||Universidade de Brasília|Estagiária|||1|Secondary Education|||||0|cv29978.xml
||||0|||Experience|Desenvolvedor de Software at INSS|||||Desenvolvedor de Software at INSS, Desenvolvedor de Automação de Processos, Desenvolvedor de Softwares||||10|cv38341.xml
||||0||||||||||||||cv38326.xml
||||||||||||||||||cv8353.xml
|||||||CAIXA ECONOMICA FEDERAL|Analista de Negócios|||4|Bachelor|Analista de Negócios, Analista de processo e qualidade, Analista de requisitos||||15|cv15618.xml
||||0|||AUTONOMO|Desenvolvedor Java|||||Analista de Sistemas Pleno, Desenvolvedor Java, Supervisor de TI||||10|cv18602.xml
|||||||SANOLI|Psicóloga Organizacional|||5|Master|Analista de RH, Analista de RH, Analista de RH||||6|cv9092.xml
||||0|||Spread Tecnologia||||||||||2|cv22953.xml
|||||||Banco Central do Brasil|Estagiário|||||Auxiliar de Loja, Operador de caixa e repositor no grupo GPA., Estagiário||||7|cv11376.xml
||||0|||Contábil, Finanças, Economia|Assistente|||4|Bachelor|Assistente, Assistente de Escrita Fiscal, Analista fiscal Jr||||13|cv28938.xml
|||||||INDRA BRASIL - SOLUÇÕES E SERVIÇOS TECNOLOGICOS SA|Analista de Requisitos|||5|Master|Analista de Segurança da Informação, Analista de Requisitos, de Sistemas||||6|cv34756.xml
|||||||Faculdade Michelangelo entrou|Suporte|||5|Master|Suporte, Analista de Distribuiçao||||1|cv15333.xml
|||||||Instituto Chico Mendes de conservação da Biodiversidade||||4|Bachelor||||||cv3145.xml
|||||||WebDeveloper UNA-SUS UnB|Produtor de Material|||4|Bachelor|Produtor de Material||||3|cv7986.xml
||||0|||CTIS|Programador PHP|||||Programador PHP, Programador, Programador PHP||||6|cv22934.xml
||||0||||ANALISTA DE SUPORTE|||1|Secondary Education|ANALISTA DE SUPORTE, ANALISTA DE HELP-DESK, ANALISTA DE SUPORTE||||6|cv14858.xml
||||0|||GlobalWeb|Operador Técnico Jr.|||1|Secondary Education|Operador de ServiceDesk, Técnico, Analista de Suporte Técnico|||||cv25264.xml
||||||||Gerente de página|||6|Post-Master|Analista de sistemas sênior, Analista de sistemas sênior||||28|cv7008.xml
|||||||Banco Regional de Brasília|Analista de Requisitos/Desenvolvedor Delphi 7/testes|||5|Master|COORDENADOR E LIDER DE PROJETOS, Analista de Requisitos/Desenvolvedor Delphi, Analista de Requisitos/Desenvolvedor Delphi 7/testes||||8|cv34140.xml
|||||||OI - GlobalWeb|Consultor de Vendas Governo|||||Coordenador da equipe de Operações, Consultor de Vendas Governo, Gerente de Vendas||||14|cv33191.xml
||||0|||Confederação Nacional da Indústria (CNI)|Analista de Requisitos|||||Analista de requisitos, Analista de Requisitos, Analista de Requisitos||||4|cv22588.xml
|||||||SBC|Estagiário de Psicologia /CAMP|||4|Bachelor|Estagiário de Psicologia /CAMP||||5|cv5626.xml
|||||||Pacini Hospital Oftalmológico|Analista de Contas Médicas|||4|Bachelor|Analista de Faturamento, Analista de Contas Médicas||||5|cv11606.xml
||||0||||Estágio|||4|Bachelor|||||2|cv18556.xml
||||0|||CTIS Tecnologia S.A|Técnico de Suporte Remoto Nível 1|||1|Secondary Education|Consultor de Vendas e Infórmatica, Faturista, Técnico de Suporte Remoto Nível 1||||2|cv14605.xml
|||||||www.ceviu.com.br|Analista de Requisitos|||4|Bachelor|||||3|cv3111.xml
|||||||Autotrac Comércio e Telecomunicações S/A|Analista de Redes Satelital|||4|Bachelor|||||1|cv11824.xml
||||0|||FIAP|Analista e Desenvolvedor Java|||||Analista ALM, Analista/Desenvolvedor, Professor||||21|cv30243.xml
|||||||BR SOLUÇÕES E SERVIÇOS LTDA ME|Assistente de RH|||4|Bachelor|Voluntária, Estagiária em Psicologia, Operadora||||5|cv6440.xml
||||0|||ICE Cartões Especiais|Analista de Testes Sênior|||5|Master|Analista de Testes Sênior, Gerente de Obras, Sócio Empreendedor de micro empresa||||7|cv25441.xml
|||||||Tarea Management|Analista de Testes de Software|||4|Bachelor|Analista de Testes de Software e Qualidade de Software, Analista de Controle e Qualidade, Analista de Testes de Software||||6|cv4891.xml
|||||||Central IT Tecnologia da Informação|Estagiário promovido para técnico suporte N2|||4|Bachelor|Vendedor, Motoboy promovido para supervisor de vendas, Serviços gerais promovidos para auxiliar Administrativo||||10|cv21055.xml
||||0|||Experience|Gestor de Negócios|||||Gestor de Negócios, Gerente de vendas, Gerente de contas sênior||||15|cv38446.xml
|||||||Stefanini|Gerente de Fábrica de Software|||||Gerente, Coordenador de Projetos, Consultor em Tecnologia||||10|cv21262.xml
||||0|||GLORY GLOBAL SOLUTIONS|Técnico Eletrônico com Ênfase em Mecânica|||||Técnico de Informática, Técnico de Manutenção, Técnico Eletrônico||||15|cv32895.xml
|||||||||||4|Bachelor||||||cv13098.xml
||||||||Analista Pleno|||4|Bachelor|Programador||||9|cv1195.xml
|||||||LG LUGAR DE GENTE|Gerente de Projetos|||5|Master|Gerente de Projetos, Analista de Negócios (Promoção) Analista de Suporte Técnico, Coordenador de Qualidade||||16|cv4564.xml
|||||||Grupo Mahvla - Control Teleinformática|Técnico de suporte|||5|Master|Administrador de Redes, Técnico em segurança da informação pleno, Técnico de informática||||6|cv34329.xml
|||||||Base Concept Hotel|Analista de Recursos Humanos|||4|Bachelor|Auxiliar de Recursos Humanos, Inicialmente||||9|cv26854.xml
|||||||Banco do Brasil|Estágio/Suporte Técnico|||5|Master|Estágio/Suporte Técnico, Técnico de Informática|||||cv19838.xml
|||||||SISTEMA GLOBO DE RÁDIO|Analista de Sistemas|||5|Master|Analista de Negócios, Analista de Sistemas Senior, Analista de Requisitos e Processos||||28|cv7478.xml
|||||||SENAC|Instrutor|||4|Bachelor|Programador / Desenvolvedor, Desenvolvedor PHP, Militar||||9|cv12907.xml
||||0|||OI S\\A|Gerente de Projetos|||5|Master|Customer Service, Tesoureiro||||23|cv20462.xml
|||||||||||1|Secondary Education||||||cv11388.xml
|||||||Syncode sistemas e tecnologia|Desenvolvedor de softwares e programador Java e C# pleno|||||professor particular de matemática, Auxiliar de Jornalismo / Arte gráfica e edição de fotos||||2|cv5461.xml
||||0|||CASE CORRETORA DE SEGUROS|Psicóloga Organizacional|||5|Master|Psicóloga Clínica||||3|cv37254.xml
|||||||Lojas Renner|Promotora|||5|Master|Promotora de vendas, Vendedora|||||cv11338.xml
|||||||AKER SECURITY SOLUTION|ESTAGIÁRIO EM DESENVOLVIMENTO (JAVA) - TCU|||4|Bachelor|ESTAGIÁRIO EM DESENVOLVIMENTO (JAVA) - TCU||||2|cv18675.xml
|||||||Tecnicon Sistemas Gerenciais|Consultor de Negócios|||4|Bachelor|Consultor de Negócios||||6|cv12443.xml
||||0|||Experience|Analista de Sistemas Java|||||Desenvolvedor Java, Tecnólogo em análise e desenvolvimento de sistemas||||5|cv21535.xml
|||||||ETTBrasil|Consultor de produtos Zend|||4|Bachelor|Analista de sistemas PHP, Programador, Desenvolvedor WEB||||6|cv17545.xml
||||0|||Brasília-DF|Especialista de Implementação|||||Delivery Implementation Specialist, Analista de Redes Sênior, Sales Engineer||||9|cv37913.xml
|||||||Krona Multi Gerenciamento de Riscos Ltda|Coordenadora de Recursos Humanos|||4|Bachelor|Analista de Recursos Humanos, Assistente de Recursos Humanos, Assistente Administrativo de Recursos Humanos Sr.||||19|cv33059.xml
||||0|||Spread Tecnologia|Specialist|||||Consultant / Java Developer, Analyst / Java Developer, Experiência||||10|cv22757.xml
|||||||Inmetro|Analista de Infraestrutura - ( Redes e Segurança da Informação)|||4|Bachelor|Analista de Operações, Analista de Rede, Analista de Suporte||||8|cv15030.xml
|||||||Fernandes Segmentação Imobiliária. *|Consultor Imobiliário. *|||4|Bachelor|Estagiário, Consultor de contas, Estagiário|||||cv27040.xml
|||||||CTIS|Analista de Requisitos Sênior|||2|Vocational Education|Analista de Requisitos Sênior IV, Analista de Requisitos Sênior, Analista de Requisitos Pleno||||8|cv24351.xml
||||0||||Analista de Recursos Humanos|||1|Secondary Education|Consultoria de Recursos Humanos, Analista de Recursos Humanos, Analista de Recrutamento e Seleção||||4|cv37772.xml
||||0|||OI em DF|Engenheiro de Telecomunicações|||4|Bachelor|Engenheiro de Telecomunicações, Estagiário em engenharia de telecomunicações, Estagiário||||11|cv29959.xml
|||||||Dataware Business|Assessoria Parlamentar Tecnológica|||5|Master|Assessoria Parlamentar Tecnológica||||9|cv12274.xml
||||0|||BRASSINTER INDUSTRIA E COMÉRSIO S/A|Estagiária|||1|Secondary Education|Auxiliar de PCP - Jovem Aprendiz SENAI, Estagiária||||5|cv37514.xml
||||0|||Cazulo Adesivos|Auxiliar de Escritório|||||Auxiliar de Escritório, Auxiliar de escritório||||10|cv37276.xml
||||0|||||||4|Bachelor||||||cv22417.xml
|||||||TIVIT - Terceirização de Processos Serviços e Tecnologia S.A|Analista de Sistemas Pleno|||4|Bachelor|Analista de sistemas pleno, Analista de sistema junior, Analista de suporte||||9|cv12828.xml
|||||||Omega Engenharia Ltda|Técnico em Informática|||1|Secondary Education|Técnico em Informática||||5|cv14894.xml
|||||||Goiásminas Indústria de Laticínios Ltda. - Italac/Matriz (Corumbaiba/GO)|Analista de Recursos Humanos|||5|Master|Estagiária de Psicologia, Estagiária de Psicologia, Estagiária||||5|cv27020.xml
|||||||Desenvolvimento - Angular|Estagiário|||1|Secondary Education|Auxiliar de escritório Contábil||||2|cv34772.xml
|||||||Lightbase Serviços e Consultoria em Software Público LTDA|Documentador de Sistemas|||4|Bachelor|Documentador de Sistemas, Instrutor de Informática e técnico de manutenção, Gerente de Loja e BRB Conveniência||||9|cv10895.xml
|||||||Stefanini Consultoria e Assessoria em Informática S.A|Analista de Requisitos|||5|Master|Instrutora, consultora, Analista de Sistemas||||21|cv14450.xml
||||0|||Escrita (Canetas Crown e Zoot)|Assistente de TI.|||4|Bachelor|Analista Programador Web Jr., Analista Programador Web Jr.||||5|cv38085.xml
||||0|||BRQ IT Service|Analista de sistema Sênior|||4|Bachelor|Projetos Free lancer, Analista Programador C#, Analista Desenvolvedor||||10|cv38278.xml
|||||||SPREAD TECNOLOGIA - (MDS)|GERENTE DE CONTRATO|||4|Bachelor|ADMINISTRADOR DE BANCO DE DADOS, ADMINISTRADOR DE DADOS, GERENTE DO CONTRATO DE||||9|cv12766.xml
||||0|||SONDA Brasil|Executive Sales Director|||5|Master|"Business Development and Sales Manager | Broadband Wireless Access, MSSP and IoT Solutions, Sales and Alliances Director | Private Sector, General Sales Director | Platforms"||||6|cv36504.xml
|||||||Banco do Brasil|Estagiaria|||4|Bachelor|Auxiliar Administrativo, Estagiaria||||4|cv7516.xml
||||0|||||||4|Bachelor||||||cv20699.xml
||||0|||Instituto Federal|Técnico, Desenvolvimento de Sistemas|||||Estagiário, Estagiário, Estagiário||||9|cv25778.xml
||||0||||||||||||||cv21705.xml
||||0|||Distribuidora Estrelas em DF|Caixa Atendente|||1|Secondary Education|Caixa Atendente, Moto Boy, Caixa||||10|cv29913.xml
||||0|||Politec em DF|Técnica de suporte|||4|Bachelor|Analista de Sistemas (Desenvolvedora), Técnico de informática, Estagiário||||9|cv29944.xml
|||||||Luiz Alexandre Pires de Moraes ME|Vendas/Mkt|||4|Bachelor|Vendas/Mkt/ Gerente Geral, Gerente Nacional Vendas, Gerente Vendas||||26|cv13074.xml
|||||||FACULDADE PROJEÇÃO|Técnico de Gestão Educacional|||4|Bachelor|Estagiário||||4|cv11101.xml
||||0|||Brasil-San Diego Califórnia|Analista|||||Analista Programador Sênior, Analista Programador Sênior||||5|cv36431.xml
||||0|||Brasília|Auxiliar Administrativo e TI - Setor de Tecnologia da Informação|||4|Bachelor|Assistente de Operações - Gerência de Projetos, Estagiário - Suporte / Infraestrutura||||4|cv15022.xml
||||0|||Instituto Nacional de Tecnologia e Informação em DF|Auxiliar|||4|Bachelor|AUXILIAR ADMINISTRATIVO, Recepcionista||||10|cv29922.xml
|||||||BANCORBRÁS Agência de Turismo||||4|Bachelor||||||cv7745.xml
||||0|||Cast IT at|Gerente de Produção|||||Gerente de Produção||||4|cv23198.xml
||||||||Analista de Requisitos|||5|Master|Analista de Requisitos, Analista de Requisitos||||3|cv2451.xml
|||||||Animal Club Pet Shop|Atendente ,Assistente Administrativo (Estágiario)|||1|Secondary Education|Atendente ,Assistente Administrativo (Estágiario)||||2|cv26770.xml
||||0|||MTP Digital Business Assurance|Gerente Comercial|||5|Master|Gerente de Vendas/Relacionamento, Gerente de operações, Consultor de Teste||||8|cv18541.xml
|||||||FUNDEP - Fundação de Desenvolvimento da Pesquisa da Universidade Federal de MG||||4|Bachelor|||||5|cv8182.xml
|||||||Grupo Alga r- Centro de Soluções Corporativas|Coordenadora de Recrutamento e Seleção|||4|Bachelor|Analista de RH, Consultora Interna de RH (Supply Chain, Exportação e Comercial), Consultora de RH Sênior (Autônoma)||||7|cv9475.xml
|||||||TV Globo - Brasilia grande empresas de comunicação|Analista|||4|Bachelor|Analista||||14|cv10529.xml
|||||||SUPERINTENDENCIA DO DESENVOLVIMENTO DO CENTRO- OESTE - SUDECO|CHEFE DE SERVIÇO|||5|Master|CHEFE DE SERVIÇO, Assistente Administrativo II, Técnico em Atividades Hospitalares||||14|cv27786.xml
|||||||SIMM DO BRASIL S.A|Líder de operações|||4|Bachelor|||||7|cv18277.xml
|||||||DEFENSORIA PUBLICA GERAL DA UNIAO DPGU - Administrado pelo CIEE|ADMINISTRATIVA EM INFORMÁTICA|||4|Bachelor|||||2|cv21073.xml
|||||||Genesys Laboratorios de Telecomunicacoes Ltda|Analista de Planejamento Jr.|||||Assistente de Planejamento e Trafego Jr.||||3|cv11571.xml
|||||||Universidade Paulista|Analista de Sistemas|||4|Bachelor|Analista de Sistemas, Consultor Técnico Especializado (Gestão), Analista de Teste e Qualidade de Software||||12|cv8370.xml
||||0|||||||4|Bachelor||||||cv25510.xml
|||||||Tribunal de Contas da União - TCU|Estagiário em Desenvolvimento de Software|||||Desenvolvedor Autônomo; BESFUN, Programador Jr.; AMC Informática, Analista de Produtos; AMC Informática||||11|cv33592.xml
|||||||PAR Corretora de Seguros Seguradora|Analista de Processos|||5|Master|Assistente Administrativo, Estagiária na área de compras||||5|cv8456.xml
||||0||||Coordenador de projetos|||||Especialista, Engenharia de Requisitos de Software||||2|cv21361.xml
|||||||MakeSecureIT Ltda|Analista de Infraestrutura|||4|Bachelor|Analista de Suporte, Estágio, Técnico de Suporte Jr.||||5|cv3437.xml
||||0|||Dell (Instituto Eldorado): Brasilia|Analista de software Júnior|||4|Bachelor|Analista de Software, Desenvolvedor Júnior, Administrador do Colaborativo, Desenvolvedor||||7|cv39058.xml
|||||||||||4|Bachelor||||||cv14864.xml
|||||||Universidade de Brasília|Analista de perfis|||4|Bachelor|Mediadora de Exposição, Mediadora de Exposição, Analista de perfis||||3|cv5790.xml
||||||||Tecnico de eletronica / Infra-estrutura/Obras/Arquitetura|||4|Bachelor|||||1|cv26701.xml
||||||||Analista de Sistemas/Implantação|||4|Bachelor|Analista de Suporte, Analista de T.I||||4|cv2468.xml
||||0||||Analista Desenvolvedor, Wooba|||||Freelancer, Analista Desenvolvedor, AdaptiveSoft, Analista de Suporte, AdaptiveSoft||||8|cv36252.xml
|||||||ConnectCom Teleinformática Comer. e Serv. LTDA - CONNECTCOM|Técnico em Informatica Junior|||4|Bachelor|Técnico em Informatica Junior, Técnico em Informatica Junior||||3|cv5908.xml
|||||||Serviço Social da Indústria-SESI/GAMA|Estagiário de Sistemas da Informação (Suporte Técnico)|||4|Bachelor|Testador|||||cv11783.xml
||||0|||Santa Maria Supermercado|Assistente Administrativo|||||Analista de Recursos Humanos, Estagiária, Auxiliar de Recursos Humanos||||4|cv36163.xml
|||||||DEICMAR S/A|Assistente Financeiro Key User SAP|||4|Bachelor|||||19|cv7351.xml
||||0|||||||4|Bachelor||||||cv19206.xml
||||0|||c|Técnico em Informática Júnior|||5|Master|Técnico em Informática.Júnior, Técnico em Informática Júnior||||14|cv19384.xml
|||||||Banco do Brasil|Estagiário de Suporte|||4|Bachelor|||||1|cv17349.xml
||||0|||Triart Brasil Locação de Bens Móveis Ltda Epp|Assistente Administrativo|||2|Vocational Education|Assistente de Recursos Humanos, Auxiliar Administrativo (RH)||||5|cv38902.xml
|||||||FUNDAÇÃO PARA O DESENVOLVIMENTO CIENTÍFICO E TECNOLOGICO EM SAÚDE - FIOTEC|Gerente de Projetos|||5|Master|Analista de Sistemas, Analista de Sistemas - Negócios Pleno, Desenvolvedor||||5|cv8703.xml
|||||||Universidade de Brasília - Instituto de Artes|Assistente Técnico|||4|Bachelor|Tutor, Assistente Técnico||||18|cv5445.xml
|||||||Confederação Nacional das Cooperativas/CNCOOP|Técnico de Apoio Administrativo|||5|Master|Estagiaria, Estagiária, Assistente de Produção||||15|cv20818.xml
||||0|||PUC-GO, Faculdade Objetivo, Faculdade Uni-Anhaguera|Professor|||5|Master|Professor||||2|cv17591.xml
|||||||Centro Universitário UNIPLAN|Estagiário|||4|Bachelor|Auxiliar de Informática, Auxiliar de Informática||||6|cv19241.xml
||||0|||Tribunal Regional Eleitoral|Tecnico de Suporte presencial e remoto|||4|Bachelor|GAS Tecnologia||||1|cv14874.xml
||||0|||Experience|Director Comercial|||||Director Comercial, Director Client Services||||10|cv36486.xml
||||0|||Presidência da República|Estagiário|||4|Bachelor|Estagiário, Estagiário||||2|cv19142.xml
|||||||Novo Mundo Moveis e Utilidades LTDA|Assistente administrativo|||4|Bachelor|||||5|cv8666.xml
|||||||MILLENIUM - CAIXA SEGURADORA|Gerente de Projeto Sênior|||||Gerente de Projeto Sênior, Gerente de PMO, Diretoria de Mercado Financeiro||||36|cv11507.xml
|||||||ITEGO Governador Otávio Lage|Engenheiro de Software Especialista|||4|Bachelor|Engenheiro de Software Especialista, Engenheiro de Software Especialista e Consultor de TI, Professor de Nível Superior||||4|cv12713.xml
||||0|||VBMC CONSULTORES|Consultora Interna|||4|Bachelor|Coordenadora de Recursos Humanos, linkedin.com/in/elisangelaarice/ Analista de Recursos Humanos, Analista de Recursos Humanos||||23|cv37721.xml
|||||||Tribunal Superior Eleitoral||||4|Bachelor|||||22|cv2773.xml
||||0|||||||5|Master||||||cv35383.xml
|||||||CAESB|BS Service|||5|Master|BS Service||||6|cv33739.xml
||||0|||Ensino Superior em Matemática, Faculdade Alvorada em DF|Gerente|||4|Bachelor|Gerente, Gerente||||9|cv29025.xml
||||||||Analista de Suporte Asterisk na Central IT - Governança Corporativa|||1|Secondary Education|Analista de Telecomunicação, Professor ensino, Analista de Suporte||||12|cv12480.xml
||||0|||||||4|Bachelor||||||cv20158.xml
||||0|||SERKLO Informática|Analista|||1|Secondary Education|Atividade externa, Consultor, Analista de Desenvolvimento de Sistemas||||22|cv19836.xml
||||0|||Spread Tecnologia (contratos BRB - Banco de Brasília e Caixa Econômica Federal)|Analista de Sistemas / Desenvolvedor|||4|Bachelor|Unisys MCP., Analista de Sistemas / Desenvolvedor, Analista de Sistemas / Desenvolvedor||||20|cv35332.xml
|||||||Agroquima Produtos Agropecuarios LTDA|Analista de Informática|||||Analista de Sistemas, Programador júnior||||5|cv12996.xml
||||0|||Indra|Configuration Management Analyst GCM|||||Configuration Management Analyst GCM, Operador de Help Desk||||8|cv22865.xml
||||||||Instrutor particular|||||Analista de Sistemas, Analista de Sistemas, Analista de Sistemas||||12|cv1783.xml
|||||||Mineração Rio do Norte S/A|Analista de Sistemas Sênior|||4|Bachelor|Analista de Sistemas Sênior, Analista Programador, Analista Programador||||21|cv224.xml
|||||||CAIXA ECONOMICA FEDERAL|Responsável|||||DBA dos Aplicativos||||21|cv3143.xml
|||||||Cast Informática|Analista de Requisitos|||4|Bachelor|Analista de Sistemas, Analista de Requisitos, Analista de Sistemas||||3|cv2396.xml
|||||||Conselho Nacional de Desenvolvimento Cientifico e Tecnológico - CNPq|Estagiário, CFC System|||4|Bachelor|Estagiário, CFC System||||2|cv7969.xml
|||||||BOMGUY|Auxiliar administrativo|||4|Bachelor|Auxiliar administrativo, Auxiliar administrativo, Estagiário||||7|cv21974.xml
|||||||ALTAP Tecnologia|Analista programador de sistemas|||4|Bachelor|Analista programador de sistemas, Programador de sistemas, Programador de sistemas||||26|cv6749.xml
||||0|||Informática, TI, Telecomunicações ­ Informática|Gerente|||4|Bachelor|Gerente, Gerente, Chefe||||7|cv29082.xml
|||||||ETB|Coordenação de suporte à informática||||||||||cv11025.xml
||||0|||ctis em DF|Telemarketing Ativo,Receptivo ou Cobrança|||4|Bachelor|Telemarketing Ativo,Receptivo ou Cobrança||||7|cv29731.xml
||||0|||Global Web Outsourcing do Brasil S.A|Operador de Service desk Jr.|||5|Master|Atendente Comercial, Auxiliar administrativo, Operador de Service desk Jr.||||10|cv14693.xml
|||||||Grupo C4 Assessoria de Cobrança Ltda|Gerente de TI / Infraestrutura e Telecom|||4|Bachelor|Coordenador de TI., Consultor de TI Sênior, Gerente de TI.||||12|cv6406.xml
|||||||Madereira Kiabai|Caixa, Vendedora e auxiliar de serviços diversos|||4|Bachelor|Caixa, Vendedora e auxiliar de serviços diversos, Caixa||||1|cv26898.xml
||||0|||+2X Tecnologia em Dobro|Linux System Administrator - Pleno|||2|Vocational Education|Infrastructure Analyst, Infrastructure Analyst - Pleno, Infrastructure Analyst||||1|cv22720.xml
||||0|||XYS|consultor APM|||5|Master|arquiteto de aplicações mobile, arquiteto de aplicação java||||4|cv26120.xml
||||0|||Tribunal Militar|Programador sênior|||||Programador sênior||||7|cv38427.xml
|||||||Experience|Analista de Sistemas Java|||||Analista de Sistemas Java, Programador Java, Estagiário||||4|cv21472.xml
||||0|||Inphonex Unified Cloud Communications - Florianópolis / SC|Analista de Testes|||4|Bachelor|Analista de Testes, Analista de Testes||||6|cv2580.xml
||||0|||Comando da Aeronáutica - Força Aérea Brasileira - Grupamento de apoio de Brasília|Soldado de segunda classe|||||Soldado de segunda classe||||7|cv19861.xml
