LanguageProficiencyCode|LanguageProficiencyCodeDescription|LanguageSkillCode|LanguageSkillCodeDescription|id
4|Advanced|EN|English|cv29761.xml
2|Basic Knowledge|IT|Italian|cv29761.xml
||||cv12354.xml
2|Basic Knowledge|EN|English|cv4433.xml
3|Intermediate|ES|Spanish|cv4433.xml
3|Intermediate|EN|English|cv25396.xml
2|Basic Knowledge|ES|Spanish|cv25396.xml
2|Basic Knowledge|EN|English|cv9448.xml
||EN|English|cv21090.xml
||FR|French|cv21090.xml
||DE|German|cv21090.xml
||ES|Spanish|cv21090.xml
||||cv38659.xml
3|Intermediate|EN|English|cv19317.xml
3|Intermediate|EN|English|cv38576.xml
||ES|Spanish|cv2206.xml
||EN|English|cv2206.xml
||||cv20935.xml
||||cv15083.xml
||||cv12013.xml
||||cv1855.xml
||||cv33897.xml
||||cv21409.xml
||||cv25786.xml
||||cv34370.xml
||EN|English|cv34370.xml
||EN|English|cv32860.xml
||||cv15876.xml
||||cv22326.xml
2|Basic Knowledge|EN|English|cv20455.xml
2|Basic Knowledge|ES|Spanish|cv20455.xml
||||cv34485.xml
3|Intermediate|EN|English|cv2187.xml
||||cv15742.xml
||||cv27363.xml
||||cv3964.xml
6|Native|PT|Portuguese|cv28992.xml
4|Advanced|EN|English|cv28992.xml
4|Advanced|ES|Spanish|cv17480.xml
3|Intermediate|EN|English|cv17480.xml
||||cv12735.xml
||||cv21622.xml
4|Advanced|EN|English|cv6661.xml
2|Basic Knowledge|EN|English|cv37266.xml
||||cv21245.xml
||||cv10190.xml
||||cv11149.xml
||||cv7049.xml
3|Intermediate|EN|English|cv36354.xml
||||cv10243.xml
6|Native|PT|Portuguese|cv29806.xml
2|Basic Knowledge|EN|English|cv29806.xml
6|Native|PT|Portuguese|cv29239.xml
2|Basic Knowledge|ES|Spanish|cv29239.xml
4|Advanced|EN|English|cv1940.xml
2|Basic Knowledge|ES|Spanish|cv1940.xml
||||cv34130.xml
3|Intermediate|ES|Spanish|cv2305.xml
||EN|English|cv2305.xml
||||cv10620.xml
3|Intermediate|FR|French|cv9551.xml
||EN|English|cv9551.xml
||||cv16172.xml
||||cv34701.xml
2|Basic Knowledge|EN|English|cv364.xml
3|Intermediate|EN|English|cv245.xml
2|Basic Knowledge|EN|English|cv11625.xml
2|Basic Knowledge|ES|Spanish|cv11625.xml
4|Advanced|FR|French|cv11625.xml
||||cv11335.xml
||EN|English|cv33411.xml
||||cv21287.xml
||||cv1542.xml
3|Intermediate|EN|English|cv1880.xml
3|Intermediate|ES|Spanish|cv1880.xml
||||cv10397.xml
||||cv10831.xml
||EN|English|cv14329.xml
3|Intermediate|EN|English|cv5273.xml
3|Intermediate|ES|Spanish|cv5273.xml
||||cv33293.xml
||ES|Spanish|cv32772.xml
2|Basic Knowledge|EN|English|cv32772.xml
||||cv21009.xml
5|Near Native|EN|English|cv17721.xml
5|Near Native|PT|Portuguese|cv17721.xml
2|Basic Knowledge|ES|Spanish|cv17721.xml
||EN|English|cv12796.xml
3|Intermediate|EN|English|cv29876.xml
6|Native|PT|Portuguese|cv29876.xml
||EN|English|cv848.xml
4|Advanced|EN|English|cv18081.xml
||||cv6327.xml
2|Basic Knowledge|EN|English|cv15080.xml
||||cv10802.xml
3|Intermediate|EN|English|cv38134.xml
||||cv23075.xml
||||cv26602.xml
3|Intermediate|EN|English|cv6829.xml
3|Intermediate|EN|English|cv15263.xml
||ES|Spanish|cv9953.xml
2|Basic Knowledge|EN|English|cv9953.xml
||PT|Portuguese|cv9953.xml
2|Basic Knowledge|CA|Catalan|cv9953.xml
||||cv20339.xml
3|Intermediate|ES|Spanish|cv530.xml
3|Intermediate|EN|English|cv530.xml
||||cv11263.xml
||||cv19278.xml
||||cv11253.xml
||EN|English|cv10291.xml
||ES|Spanish|cv10291.xml
||||cv26133.xml
||||cv25528.xml
6|Native|FR|French|cv2596.xml
3|Intermediate|PT|Portuguese|cv2596.xml
3|Intermediate|EN|English|cv2596.xml
||||cv39388.xml
||||cv6193.xml
||||cv31199.xml
||||cv5365.xml
||||cv20123.xml
3|Intermediate|EN|English|cv26422.xml
||||cv34482.xml
||ES|Spanish|cv22081.xml
||EN|English|cv22081.xml
3|Intermediate|EN|English|cv19735.xml
2|Basic Knowledge|EN|English|cv39335.xml
||||cv22621.xml
||||cv24259.xml
||||cv37001.xml
3|Intermediate|EN|English|cv34915.xml
||||cv17370.xml
3|Intermediate|EN|English|cv34299.xml
2|Basic Knowledge|EN|English|cv8216.xml
2|Basic Knowledge|ES|Spanish|cv8216.xml
||||cv12015.xml
||EN|English|cv27434.xml
||ES|Spanish|cv27434.xml
||||cv15172.xml
||||cv4304.xml
||||cv13854.xml
||||cv4428.xml
||||cv33408.xml
3|Intermediate|EN|English|cv29925.xml
6|Native|PT|Portuguese|cv29925.xml
||||cv23050.xml
||||cv21671.xml
3|Intermediate|ES|Spanish|cv14007.xml
3|Intermediate|EN|English|cv14007.xml
||||cv14486.xml
||||cv27053.xml
||||cv38539.xml
||||cv21511.xml
||||cv15946.xml
3|Intermediate|EN|English|cv135.xml
3|Intermediate|EN|English|cv14111.xml
||||cv18505.xml
3|Intermediate|EN|English|cv12607.xml
||EN|English|cv2502.xml
2|Basic Knowledge|EN|English|cv34844.xml
||||cv18940.xml
5|Near Native|EN|English|cv273.xml
||||cv9149.xml
4|Advanced|EN|English|cv5023.xml
||||cv25267.xml
||||cv21871.xml
||||cv13936.xml
||EN|English|cv1144.xml
3|Intermediate|ES|Spanish|cv1144.xml
||||cv400.xml
4|Advanced|EN|English|cv39320.xml
2|Basic Knowledge|ES|Spanish|cv39320.xml
3|Intermediate|EN|English|cv2999.xml
||||cv27251.xml
6|Native|PT|Portuguese|cv29850.xml
||||cv36630.xml
||||cv30555.xml
2|Basic Knowledge|LA|Latin|cv32673.xml
4|Advanced|EN|English|cv32673.xml
2|Basic Knowledge|ES|Spanish|cv32673.xml
3|Intermediate|||cv32673.xml
||||cv14206.xml
||||cv25669.xml
||||cv27544.xml
||EN|English|cv17649.xml
||||cv38352.xml
||||cv25617.xml
3|Intermediate|ES|Spanish|cv15981.xml
3|Intermediate|EN|English|cv15981.xml
4|Advanced|EN|English|cv30112.xml
3|Intermediate|EN|English|cv28903.xml
5|Near Native|ES|Spanish|cv36342.xml
5|Near Native|EN|English|cv36342.xml
||||cv20940.xml
||||cv30278.xml
3|Intermediate|ES|Spanish|cv14534.xml
2|Basic Knowledge|EN|English|cv14534.xml
||||cv13842.xml
2|Basic Knowledge|EN|English|cv9552.xml
4|Advanced|EN|English|cv6466.xml
||||cv4694.xml
||||cv4913.xml
5|Near Native|EN|English|cv3281.xml
3|Intermediate|ES|Spanish|cv3281.xml
3|Intermediate|EN|English|cv30099.xml
||||cv38289.xml
||||cv30822.xml
||EN|English|cv6853.xml
||||cv38897.xml
||||cv38650.xml
2|Basic Knowledge|EN|English|cv5465.xml
||||cv6782.xml
||||cv22719.xml
3|Intermediate|ET|Estonian|cv4615.xml
3|Intermediate|EN|English|cv4615.xml
||||cv7861.xml
||||cv5102.xml
||||cv36966.xml
3|Intermediate|EN|English|cv36174.xml
6|Native|PT|Portuguese|cv3979.xml
5|Near Native|EN|English|cv3979.xml
4|Advanced|ES|Spanish|cv3979.xml
||EN|English|cv17362.xml
4|Advanced|EN|English|cv8047.xml
4|Advanced|FR|French|cv8047.xml
||EN|English|cv14937.xml
||||cv32807.xml
2|Basic Knowledge|EN|English|cv8511.xml
3|Intermediate|EN|English|cv2153.xml
||||cv21329.xml
||||cv37340.xml
||||cv21864.xml
3|Intermediate|JA|japanese|cv29569.xml
6|Native|PT|Portuguese|cv29569.xml
2|Basic Knowledge|ES|Spanish|cv29569.xml
3|Intermediate|EN|English|cv29569.xml
||EN|English|cv36674.xml
||||cv15828.xml
||||cv21710.xml
||EN|English|cv1843.xml
3|Intermediate|EN|English|cv15736.xml
||||cv25984.xml
6|Native|PT|Portuguese|cv29965.xml
2|Basic Knowledge|EN|English|cv29965.xml
||||cv30924.xml
||||cv9507.xml
||||cv4583.xml
5|Near Native|PT|Portuguese|cv7237.xml
||EN|English|cv7237.xml
||||cv7036.xml
3|Intermediate|EN|English|cv12278.xml
||BH|Bihari|cv12278.xml
||||cv22047.xml
||||cv1719.xml
2|Basic Knowledge|EN|English|cv10765.xml
3|Intermediate|EN|English|cv8457.xml
||||cv7561.xml
||||cv7919.xml
||EN|English|cv6226.xml
||||cv25569.xml
||EN|English|cv551.xml
3|Intermediate|ES|Spanish|cv551.xml
||||cv8311.xml
3|Intermediate|ES|Spanish|cv2336.xml
3|Intermediate|EN|English|cv2336.xml
6|Native|PT|Portuguese|cv29140.xml
||EN|English|cv16050.xml
||||cv7330.xml
||||cv15031.xml
||||cv16194.xml
4|Advanced|EN|English|cv14169.xml
||EN|English|cv37459.xml
||ES|Spanish|cv21072.xml
||EN|English|cv21072.xml
3|Intermediate|EN|English|cv2467.xml
4|Advanced|PT|Portuguese|cv28989.xml
||EN|English|cv6776.xml
||||cv17576.xml
||||cv19776.xml
5|Near Native|EN|English|cv15650.xml
||||cv21924.xml
3|Intermediate|EN|English|cv15513.xml
2|Basic Knowledge|EN|English|cv2847.xml
||EN|English|cv9186.xml
2|Basic Knowledge|ES|Spanish|cv9186.xml
5|Near Native|EN|English|cv11746.xml
3|Intermediate|EN|English|cv13976.xml
||||cv36501.xml
2|Basic Knowledge|EN|English|cv20195.xml
||||cv36488.xml
||||cv21546.xml
2|Basic Knowledge|EN|English|cv18968.xml
3|Intermediate|ES|Spanish|cv18968.xml
||||cv24981.xml
||||cv8826.xml
||||cv22772.xml
3|Intermediate|EN|English|cv12428.xml
||ES|Spanish|cv12428.xml
3|Intermediate|EN|English|cv1966.xml
||ES|Spanish|cv1966.xml
||||cv25061.xml
2|Basic Knowledge|EN|English|cv34344.xml
4|Advanced|EN|English|cv9735.xml
2|Basic Knowledge|LU|Luba-Katanga|cv9735.xml
||||cv20041.xml
||||cv14835.xml
||||cv24064.xml
||||cv9496.xml
||||cv6135.xml
||||cv19716.xml
||||cv17623.xml
||ES|Spanish|cv20124.xml
||EN|English|cv20124.xml
||||cv14932.xml
3|Intermediate|EN|English|cv16209.xml
2|Basic Knowledge|EN|English|cv4048.xml
||||cv953.xml
5|Near Native|EN|English|cv36790.xml
3|Intermediate|ES|Spanish|cv36790.xml
2|Basic Knowledge|EN|English|cv37739.xml
||||cv22530.xml
||||cv2141.xml
||||cv39203.xml
||||cv9920.xml
||||cv35100.xml
||||cv9073.xml
2|Basic Knowledge|EN|English|cv7569.xml
||||cv35005.xml
3|Intermediate|EN|English|cv14975.xml
2|Basic Knowledge|ES|Spanish|cv14975.xml
||||cv3406.xml
||||cv8089.xml
6|Native|PT|Portuguese|cv29818.xml
2|Basic Knowledge|EN|English|cv29818.xml
3|Intermediate|EN|English|cv27646.xml
||||cv19553.xml
5|Near Native|EN|English|cv15433.xml
3|Intermediate|ES|Spanish|cv15433.xml
||||cv6018.xml
||||cv16008.xml
3|Intermediate|EN|English|cv37485.xml
||||cv33540.xml
||||cv22086.xml
||EN|English|cv27285.xml
4|Advanced|ES|Spanish|cv27285.xml
||PT|Portuguese|cv27285.xml
||EN|English|cv37327.xml
||ES|Spanish|cv37327.xml
2|Basic Knowledge|EN|English|cv34039.xml
||||cv28886.xml
||||cv10149.xml
2|Basic Knowledge|EN|English|cv13986.xml
2|Basic Knowledge|ES|Spanish|cv13986.xml
3|Intermediate|EN|English|cv2692.xml
2|Basic Knowledge|ES|Spanish|cv2692.xml
||||cv4310.xml
||||cv26683.xml
||||cv22333.xml
||||cv22852.xml
||||cv36536.xml
2|Basic Knowledge|EN|English|cv3040.xml
||||cv7058.xml
||||cv21780.xml
||||cv14140.xml
||EN|English|cv34101.xml
2|Basic Knowledge|EN|English|cv20283.xml
4|Advanced|PT|Portuguese|cv1367.xml
4|Advanced|EN|English|cv1367.xml
||||cv23126.xml
4|Advanced|EN|English|cv9564.xml
2|Basic Knowledge|ES|Spanish|cv9564.xml
||||cv6480.xml
4|Advanced|EN|English|cv5136.xml
2|Basic Knowledge|ES|Spanish|cv5136.xml
||EN|English|cv27769.xml
3|Intermediate|EN|English|cv27769.xml
3|Intermediate|EN|English|cv8805.xml
2|Basic Knowledge|ES|Spanish|cv2892.xml
2|Basic Knowledge|EN|English|cv2892.xml
||||cv6270.xml
||||cv8416.xml
4|Advanced|EN|English|cv11512.xml
3|Intermediate|EN|English|cv20578.xml
2|Basic Knowledge|ES|Spanish|cv20578.xml
||||cv38272.xml
3|Intermediate|EN|English|cv32634.xml
4|Advanced|EN|English|cv37543.xml
3|Intermediate|ES|Spanish|cv37543.xml
||||cv25623.xml
3|Intermediate|ES|Spanish|cv28965.xml
2|Basic Knowledge|EN|English|cv28965.xml
||||cv11586.xml
2|Basic Knowledge|EN|English|cv29633.xml
6|Native|PT|Portuguese|cv29633.xml
||||cv17921.xml
||||cv5387.xml
||||cv14057.xml
||EN|English|cv19212.xml
3|Intermediate|EN|English|cv21115.xml
||||cv13034.xml
||||cv8078.xml
||||cv16006.xml
||||cv24286.xml
||||cv26834.xml
||||cv9093.xml
4|Advanced|EN|English|cv37326.xml
||||cv34730.xml
||||cv27572.xml
||||cv1974.xml
||||cv1047.xml
||||cv20758.xml
||||cv21658.xml
||||cv9628.xml
4|Advanced|EN|English|cv16181.xml
5|Near Native|ES|Spanish|cv16181.xml
||||cv37989.xml
3|Intermediate|EN|English|cv15730.xml
||||cv22387.xml
3|Intermediate|EN|English|cv39199.xml
||||cv34981.xml
2|Basic Knowledge|KO|Korean|cv29158.xml
6|Native|PT|Portuguese|cv29158.xml
3|Intermediate|EN|English|cv29158.xml
||||cv13010.xml
||||cv38969.xml
3|Intermediate|EN|English|cv29991.xml
||||cv21545.xml
||||cv20129.xml
3|Intermediate|EN|English|cv33785.xml
||ES|Spanish|cv33785.xml
||||cv32734.xml
4|Advanced|EN|English|cv7596.xml
||ES|Spanish|cv7596.xml
||||cv30511.xml
||||cv13778.xml
||||cv37727.xml
||||cv26217.xml
3|Intermediate|EN|English|cv20734.xml
2|Basic Knowledge|ES|Spanish|cv20734.xml
4|Advanced|EN|English|cv34884.xml
||||cv27565.xml
3|Intermediate|EN|English|cv15841.xml
||ES|Spanish|cv15841.xml
||||cv26926.xml
||||cv31432.xml
||||cv27745.xml
3|Intermediate|EN|English|cv12092.xml
||||cv21685.xml
||||cv24156.xml
||||cv5712.xml
||||cv22300.xml
||||cv20950.xml
||||cv34510.xml
||||cv34011.xml
4|Advanced|EN|English|cv33469.xml
||||cv12047.xml
||EN|English|cv20596.xml
5|Near Native|EN|English|cv1956.xml
3|Intermediate|ES|Spanish|cv6796.xml
3|Intermediate|EN|English|cv6796.xml
||||cv21641.xml
4|Advanced|EN|English|cv14563.xml
||||cv5769.xml
||||cv176.xml
||||cv18325.xml
||||cv22276.xml
||||cv27703.xml
||||cv12036.xml
6|Native|PT|Portuguese|cv29851.xml
4|Advanced|ES|Spanish|cv17546.xml
4|Advanced|EN|English|cv17546.xml
||EN|English|cv27453.xml
||||cv19767.xml
||||cv7834.xml
||||cv19402.xml
2|Basic Knowledge|EN|English|cv29578.xml
4|Advanced|FR|French|cv29578.xml
6|Native|PT|Portuguese|cv29578.xml
2|Basic Knowledge|ES|Spanish|cv29578.xml
||||cv26872.xml
||EN|English|cv3532.xml
||ES|Spanish|cv3532.xml
4|Advanced|ES|Spanish|cv33473.xml
3|Intermediate|EN|English|cv33473.xml
3|Intermediate|EN|English|cv5426.xml
||||cv7257.xml
||||cv38032.xml
||||cv22290.xml
||||cv25836.xml
||||cv33133.xml
||||cv27726.xml
3|Intermediate|ES|Spanish|cv1979.xml
3|Intermediate|EN|English|cv1979.xml
||||cv27307.xml
3|Intermediate|EN|English|cv33019.xml
2|Basic Knowledge|ES|Spanish|cv33019.xml
3|Intermediate|EN|English|cv32958.xml
2|Basic Knowledge|ES|Spanish|cv32958.xml
||||cv30299.xml
6|Native|PT|Portuguese|cv29769.xml
2|Basic Knowledge|ES|Spanish|cv29769.xml
2|Basic Knowledge|EN|English|cv29769.xml
||||cv33665.xml
4|Advanced|JA|japanese|cv20625.xml
3|Intermediate|EN|English|cv20625.xml
2|Basic Knowledge|ES|Spanish|cv20625.xml
||||cv38619.xml
||||cv8262.xml
6|Native|PT|Portuguese|cv1892.xml
4|Advanced|EN|English|cv1892.xml
||ES|Spanish|cv1892.xml
2|Basic Knowledge|PT|Portuguese|cv1892.xml
||JA|japanese|cv1892.xml
3|Intermediate|EN|English|cv32924.xml
||||cv26185.xml
||||cv18238.xml
||||cv21128.xml
||||cv9400.xml
6|Native|PT|Portuguese|cv12019.xml
4|Advanced|EN|English|cv12019.xml
3|Intermediate|FR|French|cv12019.xml
||||cv9065.xml
3|Intermediate|EN|English|cv10196.xml
||||cv9638.xml
3|Intermediate|EN|English|cv34109.xml
||EN|English|cv37337.xml
||||cv17285.xml
6|Native|PT|Portuguese|cv29332.xml
||||cv38608.xml
||||cv25835.xml
||||cv26254.xml
3|Intermediate|EN|English|cv9591.xml
||||cv37756.xml
2|Basic Knowledge|EN|English|cv9581.xml
||EN|English|cv20365.xml
||||cv17730.xml
||PT|Portuguese|cv4091.xml
||DE|German|cv4091.xml
||EN|English|cv4091.xml
||ES|Spanish|cv4091.xml
4|Advanced|EN|English|cv5161.xml
||||cv24106.xml
||||cv25570.xml
||||cv21681.xml
||||cv17868.xml
||EN|English|cv15615.xml
||ES|Spanish|cv15615.xml
||||cv38228.xml
||||cv21353.xml
4|Advanced|EN|English|cv19841.xml
4|Advanced|ES|Spanish|cv34655.xml
4|Advanced|EN|English|cv34655.xml
||||cv25626.xml
||||cv9805.xml
3|Intermediate|EN|English|cv13037.xml
||||cv29978.xml
||||cv38341.xml
||||cv38326.xml
||||cv8353.xml
||||cv15618.xml
||||cv18602.xml
2|Basic Knowledge|EN|English|cv9092.xml
||||cv22953.xml
||||cv11376.xml
6|Native|PT|Portuguese|cv28938.xml
2|Basic Knowledge|EN|English|cv28938.xml
||||cv34756.xml
||||cv15333.xml
||||cv3145.xml
4|Advanced|EN|English|cv7986.xml
||EN|English|cv22934.xml
||||cv14858.xml
||||cv25264.xml
5|Near Native|EN|English|cv7008.xml
5|Near Native|ES|Spanish|cv7008.xml
2|Basic Knowledge|PT|Portuguese|cv7008.xml
||EN|English|cv34140.xml
3|Intermediate|EN|English|cv33191.xml
||||cv22588.xml
2|Basic Knowledge|EN|English|cv5626.xml
2|Basic Knowledge|||cv5626.xml
||||cv11606.xml
4|Advanced|EN|English|cv18556.xml
2|Basic Knowledge|FR|French|cv18556.xml
||||cv14605.xml
3|Intermediate|EN|English|cv3111.xml
2|Basic Knowledge|ES|Spanish|cv3111.xml
||||cv11824.xml
||||cv30243.xml
||||cv6440.xml
||EN|English|cv25441.xml
||||cv4891.xml
||||cv21055.xml
||||cv38446.xml
||||cv21262.xml
2|Basic Knowledge|EN|English|cv32895.xml
||||cv13098.xml
3|Intermediate|EN|English|cv1195.xml
||||cv4564.xml
||||cv34329.xml
||||cv26854.xml
2|Basic Knowledge|ES|Spanish|cv19838.xml
||ES|Spanish|cv7478.xml
||EN|English|cv7478.xml
3|Intermediate|EN|English|cv12907.xml
||||cv20462.xml
||||cv11388.xml
||EN|English|cv5461.xml
2|Basic Knowledge|EN|English|cv37254.xml
||||cv11338.xml
||||cv18675.xml
||||cv12443.xml
||||cv21535.xml
5|Near Native|EN|English|cv17545.xml
3|Intermediate|EN|English|cv37913.xml
||||cv33059.xml
||||cv22757.xml
||||cv15030.xml
||||cv27040.xml
||||cv24351.xml
2|Basic Knowledge|EN|English|cv37772.xml
6|Native|PT|Portuguese|cv29959.xml
2|Basic Knowledge|ES|Spanish|cv29959.xml
4|Advanced|EN|English|cv29959.xml
||||cv12274.xml
||EN|English|cv37514.xml
2|Basic Knowledge|EN|English|cv37276.xml
||||cv22417.xml
||||cv12828.xml
||||cv14894.xml
3|Intermediate|EN|English|cv27020.xml
||||cv34772.xml
||||cv10895.xml
3|Intermediate|EN|English|cv14450.xml
2|Basic Knowledge|ES|Spanish|cv14450.xml
3|Intermediate|EN|English|cv38085.xml
6|Native|PT|Portuguese|cv38085.xml
5|Near Native|HE|Hebrew|cv38085.xml
2|Basic Knowledge|ES|Spanish|cv38085.xml
||EN|English|cv38278.xml
3|Intermediate|EN|English|cv12766.xml
||||cv36504.xml
||||cv7516.xml
3|Intermediate|EN|English|cv20699.xml
2|Basic Knowledge|ES|Spanish|cv20699.xml
||||cv25778.xml
||||cv21705.xml
6|Native|PT|Portuguese|cv29913.xml
2|Basic Knowledge|EN|English|cv29944.xml
6|Native|PT|Portuguese|cv29944.xml
5|Near Native|ES|Spanish|cv13074.xml
5|Near Native|EN|English|cv13074.xml
||EN|English|cv11101.xml
3|Intermediate|HI|Hindi|cv36431.xml
3|Intermediate|EN|English|cv36431.xml
3|Intermediate|EN|English|cv15022.xml
2|Basic Knowledge|ES|Spanish|cv15022.xml
6|Native|PT|Portuguese|cv29922.xml
2|Basic Knowledge|ES|Spanish|cv29922.xml
4|Advanced|EN|English|cv29922.xml
2|Basic Knowledge|EN|English|cv7745.xml
||||cv23198.xml
2|Basic Knowledge|EN|English|cv2451.xml
||||cv26770.xml
||||cv18541.xml
||EN|English|cv8182.xml
3|Intermediate|EN|English|cv9475.xml
||||cv10529.xml
2|Basic Knowledge|EN|English|cv27786.xml
2|Basic Knowledge|ES|Spanish|cv27786.xml
||||cv18277.xml
||EN|English|cv21073.xml
||||cv11571.xml
||||cv8370.xml
||||cv25510.xml
6|Native|PT|Portuguese|cv33592.xml
3|Intermediate|EN|English|cv33592.xml
3|Intermediate|ES|Spanish|cv33592.xml
||||cv8456.xml
||||cv21361.xml
3|Intermediate|EN|English|cv3437.xml
5|Near Native|EN|English|cv39058.xml
||||cv14864.xml
4|Advanced|EN|English|cv5790.xml
4|Advanced|PT|Portuguese|cv26701.xml
3|Intermediate|EN|English|cv26701.xml
2|Basic Knowledge|ES|Spanish|cv26701.xml
3|Intermediate|EN|English|cv2468.xml
||||cv36252.xml
2|Basic Knowledge|EN|English|cv5908.xml
||||cv11783.xml
||||cv36163.xml
||EN|English|cv7351.xml
2|Basic Knowledge|EN|English|cv19206.xml
6|Native|PT|Portuguese|cv19206.xml
2|Basic Knowledge|ES|Spanish|cv19206.xml
||||cv19384.xml
||EN|English|cv17349.xml
||||cv38902.xml
||||cv8703.xml
3|Intermediate|EN|English|cv5445.xml
||||cv20818.xml
3|Intermediate|EN|English|cv17591.xml
3|Intermediate|ES|Spanish|cv17591.xml
||||cv19241.xml
||||cv14874.xml
||||cv36486.xml
3|Intermediate|EN|English|cv19142.xml
||||cv8666.xml
4|Advanced|EN|English|cv11507.xml
||FR|French|cv11507.xml
||ES|Spanish|cv11507.xml
||EN|English|cv12713.xml
||||cv37721.xml
||EN|English|cv2773.xml
||ES|Spanish|cv2773.xml
3|Intermediate|EN|English|cv35383.xml
3|Intermediate|EN|English|cv33739.xml
6|Native|DE|German|cv29025.xml
6|Native|PT|Portuguese|cv29025.xml
3|Intermediate|EN|English|cv29025.xml
||FR|French|cv12480.xml
||EN|English|cv20158.xml
||DE|German|cv19836.xml
||EN|English|cv19836.xml
||EN|English|cv35332.xml
||ES|Spanish|cv35332.xml
4|Advanced|EN|English|cv12996.xml
||||cv22865.xml
||||cv1783.xml
2|Basic Knowledge|EN|English|cv224.xml
||EN|English|cv3143.xml
||||cv2396.xml
3|Intermediate|EN|English|cv7969.xml
||||cv21974.xml
||EN|English|cv6749.xml
2|Basic Knowledge|EN|English|cv29082.xml
6|Native|PT|Portuguese|cv29082.xml
||||cv11025.xml
6|Native|PT|Portuguese|cv29731.xml
3|Intermediate|FR|French|cv29731.xml
||||cv14693.xml
3|Intermediate|EN|English|cv6406.xml
||ES|Spanish|cv6406.xml
4|Advanced|FR|French|cv26898.xml
||||cv22720.xml
||||cv26120.xml
||||cv38427.xml
||||cv21472.xml
5|Near Native|EN|English|cv2580.xml
3|Intermediate|EN|English|cv19861.xml
||||cv35201.xml
6|Native|PT|Portuguese|cv28957.xml
||||cv2797.xml
||EN|English|cv16203.xml
2|Basic Knowledge|EN|English|cv39122.xml
||||cv22235.xml
||||cv12258.xml
||||cv38137.xml
||||cv17347.xml
||||cv9161.xml
3|Intermediate|EN|English|cv13956.xml
2|Basic Knowledge|ES|Spanish|cv13956.xml
||||cv27171.xml
6|Native|PT|Portuguese|cv29321.xml
3|Intermediate|EN|English|cv4839.xml
||||cv9808.xml
||||cv27027.xml
6|Native|PT|Portuguese|cv29294.xml
3|Intermediate|ES|Spanish|cv29294.xml
2|Basic Knowledge|EN|English|cv29294.xml
2|Basic Knowledge|DE|German|cv29294.xml
||||cv33086.xml
||||cv22462.xml
||||cv35435.xml
5|Near Native|EN|English|cv15584.xml
5|Near Native|ES|Spanish|cv15584.xml
3|Intermediate|FR|French|cv15584.xml
2|Basic Knowledge|EN|English|cv9066.xml
2|Basic Knowledge|ES|Spanish|cv9066.xml
2|Basic Knowledge|LU|Luba-Katanga|cv9066.xml
||||cv26886.xml
3|Intermediate|EN|English|cv18397.xml
||||cv7286.xml
||||cv23013.xml
3|Intermediate|EN|English|cv1087.xml
6|Native|PT|Portuguese|cv29735.xml
3|Intermediate|EN|English|cv29735.xml
2|Basic Knowledge|ES|Spanish|cv29735.xml
||||cv22230.xml
||||cv27493.xml
3|Intermediate|EN|English|cv33713.xml
||||cv23977.xml
6|Native|PT|Portuguese|cv28984.xml
4|Advanced|EN|English|cv28984.xml
||||cv34974.xml
||||cv1689.xml
||||cv10046.xml
4|Advanced|EN|English|cv34156.xml
2|Basic Knowledge|ES|Spanish|cv18798.xml
3|Intermediate|EN|English|cv18798.xml
6|Native|PT|Portuguese|cv29198.xml
3|Intermediate|EN|English|cv29198.xml
5|Near Native|EN|English|cv27674.xml
3|Intermediate|ES|Spanish|cv9992.xml
3|Intermediate|EN|English|cv9992.xml
3|Intermediate|EN|English|cv15062.xml
||||cv14904.xml
||EN|English|cv15883.xml
||ES|Spanish|cv15883.xml
2|Basic Knowledge|EN|English|cv10254.xml
||EN|English|cv21185.xml
2|Basic Knowledge|EN|English|cv14544.xml
||||cv34319.xml
3|Intermediate|EN|English|cv14956.xml
4|Advanced|EN|English|cv12481.xml
||||cv19218.xml
3|Intermediate|EN|English|cv2611.xml
||||cv23176.xml
3|Intermediate|EN|English|cv21069.xml
||||cv8970.xml
4|Advanced|ES|Spanish|cv12946.xml
3|Intermediate|EN|English|cv12946.xml
||IT|Italian|cv12946.xml
||||cv12190.xml
||||cv15752.xml
||||cv32836.xml
||EN|English|cv9335.xml
||||cv36299.xml
||EN|English|cv20574.xml
4|Advanced|PT|Portuguese|cv20574.xml
||||cv20574.xml
2|Basic Knowledge|EN|English|cv9865.xml
2|Basic Knowledge|EN|English|cv29287.xml
6|Native|PT|Portuguese|cv29287.xml
3|Intermediate|ES|Spanish|cv29287.xml
||||cv10845.xml
||||cv37.xml
3|Intermediate|EN|English|cv33475.xml
2|Basic Knowledge|EN|English|cv33549.xml
||||cv27524.xml
4|Advanced|EN|English|cv39285.xml
4|Advanced|ES|Spanish|cv39285.xml
4|Advanced|EN|English|cv36394.xml
4|Advanced|EN|English|cv36825.xml
||||cv33890.xml
||||cv8940.xml
||||cv37649.xml
||||cv37271.xml
2|Basic Knowledge|EN|English|cv29236.xml
||||cv34351.xml
||EN|English|cv19648.xml
2|Basic Knowledge|EN|English|cv14104.xml
||||cv2233.xml
||EN|English|cv20826.xml
4|Advanced|EN|English|cv30713.xml
||||cv32979.xml
5|Near Native|EN|English|cv12846.xml
||JA|japanese|cv12846.xml
||||cv12050.xml
5|Near Native|EN|English|cv21156.xml
||||cv22669.xml
