id,schoolorinstitution_degree_comments,schoolorinstitution_degree_datesofattendance_enddate_anydate,schoolorinstitution_degree_datesofattendance_enddate_stringdate,schoolorinstitution_degree_datesofattendance_enddate_year,schoolorinstitution_degree_datesofattendance_enddate_yearmonth,schoolorinstitution_degree_datesofattendance_startdate_anydate,schoolorinstitution_degree_datesofattendance_startdate_year,schoolorinstitution_degree_datesofattendance_startdate_yearmonth,schoolorinstitution_degree_degreedate_anydate,schoolorinstitution_degree_degreedate_year,schoolorinstitution_degree_degreedate_yearmonth,schoolorinstitution_degree_degreemajor_name,schoolorinstitution_degree_degreemeasure_educationalmeasure_measuresystem,schoolorinstitution_degree_degreemeasure_educationalmeasure_measurevalue_stringvalue,schoolorinstitution_degree_degreeminor_name,schoolorinstitution_degree_degreename,schoolorinstitution_degree_userarea_degreeuserarea_graduated,schoolorinstitution_degree_userarea_degreeuserarea_id,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreename,schoolorinstitution_degree_userarea_degreeuserarea_normalizeddegreetype,schoolorinstitution_postaladdress_countrycode,schoolorinstitution_postaladdress_municipality,schoolorinstitution_postaladdress_region,schoolorinstitution_school_schoolname
cv44242.xml,3o grau completo - unisanta - santos - curso de ciencias da computacao formacao - 12/2007,,,,2007-12,notknown,,,,,2007-12,curso de ciencias da computacao,,,,,true,deg-1,,,br,santos,,unisanta
cv39658.xml,facsenac df gestao de projetos em tecnologia da informacao  gestao de projetos de ti  2008 - 2010 facsenac df,,,2010,,,2008,,,2010,,gestao,,,,df,,deg-1,doctorate,doctorate,,,,
cv39533.xml,faculdade projecao bacharelado em tecnologia  programacao de computadores  2016 - 2019,,,2019,,,2016,,,,,computadores,,,,bacharelado em tecnologia,false,deg-1,bachelors,bachelors,,,,faculdade projecao
cv45283.xml, sistema da informacao (completo 2015 -uniplan)   cursando ciencia da computacao (ifb 1 semestre),,,2015,,notknown,,,,,,ciencia da computacao,,,,,false,deg-1,,,,,,uniplan
cv43393.xml,computacao - unb - universidade de brasilia,,,,,,,,,,,,,,,,,deg-1,,,,,,unb - universidade de brasilia
cv43393.xml,pos-graduacao em gerencia de projetos - iesb,,,,,,,,,,,gerencia de projetos,,,,pos-graduacao em gerencia de projetos,,deg-2,masters,masters,,,,iesb
cv39639.xml,upis bachelor's degree  information technology  1998 - 2004 activities and societies: alternative rup based development model  with live example.,,,2004,,,1998,,,2004,,information technology,,,,bachelor's degree,,deg-1,bachelors,bachelors,,,,upis
cv39639.xml,upis bachelor's degree  information technology  1998 - 2004,,,2004,,,1998,,,2004,,information technology,,,,bachelor's degree,,deg-2,bachelors,bachelors,,,,upis
cv39639.xml,colegio la salle de brasilia 2o grau  3o ano  1982 - 1982,,,1982,,,1982,,,1982,,,,,,,,deg-4,,,,,,colegio la salle de brasilia
cv39639.xml,activities and societies: desenvolvimento de modelo de controle e emprestimo de biblioteca universitaria para portaveis para exemplificacao de modelo alternativo de rup para aplicacoes de medio porte.,,,,,,,,,,,,,,,,,deg-3,,,,,,biblioteca universitaria para portaveis
cv44953.xml,mba - gestao estrategica de pessoas - universidade fumec - conclusao setembro/2014,,,,2014-09,notknown,,,,,2014-09,gestao estrategica de pessoas,,,,mba,,deg-3,mba,mba,,,,universidade fumec
cv44953.xml,pos-graduacao - neuropsicologia - universidade fumec - conclusao julho/2008,,,,2008-07,notknown,,,,,2008-07,neuropsicologia,,,,pos-graduacao,,deg-2,masters,masters,,,,universidade fumec
cv44953.xml,superior em psicologia - universidade fumec - conclusao dezembro/2005,,,,2005-12,notknown,,,,,2005-12,psicologia,,,,,,deg-1,,,,,,universidade fumec
cv43895.xml,programacao em jogos digitais - instituto federal de brasilia (2017 - 2019),,,2019,,,2017,,,,,,,,,,false,deg-1,,,,,,jogos digitais - instituto federal de brasilia
cv43895.xml,em 2015  na universidade de brasilia  tive a oportunidade de realizar um curso de cobol realizado pela micro focus (micro focus internacional plc e uma transnacional inglesa com sede em newbury  reino unido  que produz software e servicos). foi uma experiencia gratificante poder imergir em uma linguagem tao classica (para nao dizer antiga) quanto moderna.     adendo,,,2015,,notknown,,,,2015,,,,,,,,deg-3,,,,,,universidade de brasilia
cv43895.xml,exercito brasileiro - batalhao da guarda presidencial - brasilia - df (mar 2005 - mar 2007),,,,2007-03,,,2005-03,,,2007-03,,,,,df,,deg-4,doctorate,doctorate,,,,
cv43895.xml,chegando ao final da minha graduacao  iniciei o curso tecnicos de programacao em jogos digitais no instituto federal de brasilia. estou tendo a oportunidade de revisar varios conceitos aprendidos na minha graduacao.  o curso preve a capacitacao para analisar  projetar  documentar  testar  implantar e manter em funcionamentos jogos web e mobile.   formacao de talentos cobol - micro focus (2015),,,,,,,,,,,iniciei o curso tecnicos de programacao,,,,graduacao,,deg-2,bachelors,bachelors,,,,instituto federal de brasilia
cv42756.xml,graduacao completa de psicologia em 2017 - centro universitario do distrito federal (udf).,,,2017,,notknown,,,,2017,,psicologia,,,,graduacao,true,deg-1,bachelors,bachelors,,,,centro universitario do distrito federal (udf)
cv42756.xml,ensino medio completo em 2011 - centro de ensino medio 01 do nucleo bandeirante.,,,2011,,notknown,,,,2011,,,,,,ensino medio completo,true,deg-2,ensino medio completo,high school or equivalent,,,,
cv45031.xml,mba sistemas de informacao   instituicao: imes   periodo: concluido 2009   ciencia da computacao   instituicao: fei   periodo: concluido em 2006,,,2009,,notknown,,,,2009,,sistemas de informacao,,,,mba,true,deg-1,mba,mba,,,,imes
cv42921.xml,universidade catolica bacharel em psicologia pela universidade catolica de brasilia. de brasilia,,,,,,,,,,,,,,,bacharel,,deg-1,bachelors,bachelors,,,,universidade catolica
cv44018.xml,pos-graduacao - engenharia de software em java - mar/2017 - infnet,,,,2017-03,notknown,,,,,2017-03,engenharia de software,,,,pos-graduacao,,deg-1,masters,masters,,,,infnet
cv44018.xml,superior completo  analise e desenvolvimento de sistemas - dez/2011 - univercidade  cursos - algaworks: java web com spring mvc  cursando - 2018 - udemy: java aplication  16 horas  2018. - tiexames: scrum  16 horas - trainning education services: formacao: cobit 4.1  16 horas - trainning education services: formacao: itil foudantion v3  16 horas,,,,2011-12,notknown,,,,,2011-12,trainning education services,,,,,true,deg-2,,,,,,univercidade
cv42936.xml,ensino superior - cursando bacharelado em psicologia 7o semestre,,,,,,,,,,,psicologia,,,,ensino superior,false,deg-1,ensino superior,some college,,,,
cv45821.xml,scrum master com experiencia em projetos de desenvolvimento de sistemas usando o planejamento de poker  story points  kanban  burn down e burn up ponto focal responsavel por monitorar e suportar sistemas com niveis avancados de suporte  gerenciamento de incidentes  atividades de depuracao  gerenciamento de requisicoes  tarefa de notificacao  melhorias de producao  falhas e avisos  gerenciamento de acesso  gerenciamento de senhas  reconciliacao  mudancas  testes  documentacao para suporte entre outras atividades relacionadas ao gerenciamento de contas e projetos analise de plano de acao para correcao de possiveis desvios entre o planejamento e o realizado. gestao de incidentes e problemas. reunioes para definir solucoes em conjunto com as equipes envolvidas  a fim de estimar o tempo e o esforco. analise  processamento de dados e mineracao de dados de varias fontes  como html  para lidar com falhas  testes e documentacao para suporte  entre outras atividades relacionadas ao gerenciamento de contas e projetos. analise de plano e acao para correcao de possiveis desvios entre o planejamento e o trabalho realizado. gestao de incidentes e problemas. reunioes para definir solucoes em conjunto com as equipes envolvidas  a fim de estimar o tempo e o esforco. analise  processamento de dados e mineracao de dados de varias fontes  como html  para lidar com falhas e testes.,,,,,,,,,,,gestao,,,mineracao,,,deg-1,,,,,,burn down e burn up
cv44275.xml,  ensino medio completo;   tecnico em informatica (escola tecnica de ceilandia);   suporte tecnico em informatica (etc- escola tecnica de ceilandia),,,,,,,,,,,,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,,,,escola tecnica de ceilandia
cv44275.xml,  ensino superior cursando (ciencia da computacao 3o semestre- iesb) ;    introducao a aprendizagem de maquina com o microsoft azure (mva) ;,,,,,,,,,,,ciencia da computacao,,,,ensino superior,false,deg-2,ensino superior,some college,,,,iesb
cv44275.xml,  html  basico (23 horas) (escola virtual fundacao bradesco) ;,,,,,,,,,,,,,,,,,deg-3,,high school or equivalent,,,,escola virtual fundacao bradesco
cv44275.xml,  html avancado(64 horas) (escola virtual fundacao bradesco) ;,,,,,,,,,,,,,,,,,deg-4,,high school or equivalent,,,,escola virtual fundacao bradesco
cv44275.xml,  ilustracao e design grafico para web(25 horas) (escola virtual fundacao bradesco) ;,,,,,,,,,,,ilustracao e design grafico para web,,,,,,deg-5,,high school or equivalent,,,,escola virtual fundacao
cv44275.xml,  inovando com css (26 horas) (escola virtual fundacao bradesco) ;,,,,,,,,,,,,,,,,,deg-6,,high school or equivalent,,,,escola virtual fundacao bradesco
cv43240.xml,pos-graduacao de analise de requisitos  uniceub  incompleto        analise e desenvolvimento de sistemas  uniceub  julho/2016,,,,2016-07,notknown,,,,,,requisitos,,,,pos-graduacao de analise de requisitos,false,deg-1,masters,masters,,,,uniceub
cv43240.xml,graduada em farmacia e bioquimica pela unip-df - universidade paulista - crf - df 2523.,,,,,,,,,,,universidade paulista,,,,df,,deg-2,doctorate,doctorate,,,,unip
cv42826.xml, ensino superior faculdade flamingo   analise e desenvolvimento de sistemas   iniciado: 08/2016 - termino: 12/2018,,,,2018-12,,,2016-08,,,,,,,,ensino superior,false,deg-2,ensino superior,some college,,,,faculdade flamingo
cv42826.xml, ensino medio tecnico - itb   tecnologia da informacao   iniciado: 02/2013 - terminado: 12/2015,,,,2015-12,,,2013-02,,,2015-12,tecnico,,,,ensino medio,,deg-1,ensino medio,high school or equivalent,,,,
cv44270.xml, gracon - escola de efeito visual - em curso.  adobe illustrator  adobe photoshop  adobe indesign,,current,,,notknown,,,,,,,,,,,false,deg-2,,high school or equivalent,,,,escola de efeito visual
cv44270.xml, tecnico em informatica - senac-taguatinga / df conclusao em 2011.  montagem e configuracao de micro.  desenvolvimento de software  linguagem de programacao c#  php  desenvolvimento de sites em html  php  uml 2.0  sgbd microsoft sql server 2005  microsoft sql server 2008  mysql,,,2011,,notknown,,,,2011,,,,,,df,,deg-3,doctorate,doctorate,br,taguatinga,df,senac
cv44270.xml, tecnologo em analise e desenvolvimento de sistemas -udf- em curso (4semestre).,,,,,,,,,,,,,,,,,deg-1,,,,,,udf
cv42771.xml,graduacao em psicologia pela universidade paulista - unip ano de conclusao: dezembro/2014.,,,,2014-12,notknown,,,,,2014-12,psicologia,,,,graduacao,,deg-1,bachelors,bachelors,,,,universidade paulista - unip
cv42136.xml,psicologia. unip universidade paulista de brasilia  previsao de conclusao em 2020.,,,2020,,notknown,,,,,,psicologia,,,,,false,deg-1,,,,,,unip universidade paulista de brasilia
cv42638.xml,universidade paulista financial management 01/2017 - present sao paulo,,,,2017-01,notknown,,,,,2017-01,financial management,,,,,,deg-1,,,,,,universidade paulista
cv42638.xml,university of the people computer science 06/2016 - present online,,,,2016-06,notknown,,,,,2016-06,computer science,,,,,,deg-2,,,,,,university of the people
cv45277.xml,pos-graduando em gestao contabil e financeira com enfase na informacao ead (faculdade albert einstein) - cursando pos-graduando em auditoria empresarial com enfase na informacao ead (faculdade albert einstein) - cursando pos-graduada gestao de pessoas com docencia em ensino superior  (estacio) 2014,,,2014,,notknown,,,,,,estacio,,,,ensino superior,false,deg-1,ensino superior,some college,,,,faculdade albert einstein
cv45277.xml,graduada em recursos humanos- (unip) 2010 graduando em psicologia - 2 o semestre - (anhanguera) - cursando,,,2010,,notknown,,,,,,graduando,,,,,false,deg-2,,,,,,unip
cv42128.xml,instituicao: centro universitario iesb crp: 01/20654 df  curso: pos graduacao- psicologia hospitalar (cursando)  curso: a depressao materna do pos parto,,,,,,,,,,,curso,,,,df,false,deg-1,doctorate,doctorate,,,,centro universitario iesb
cv42128.xml,instituicao: learncafe ensino online duracao: 16 horas  curso: auxiliar administrativo,,,,,,,,,,,,,,,,,deg-2,,,,,,learncafe ensino online
cv42128.xml,instituicao: senai- taguatinga duracao: 1 ano e 3 meses,,,,,,,,,,,,,,,,,deg-3,,,br,taguatinga,,senai
cv43081.xml, ensino superior em sistemas de informacao faculdade maua concluido no dia 05 de maio de 2017,2017-05-05,,,,notknown,,,2017-05-05,,,sistemas de informacao,,,,ensino superior,true,deg-1,ensino superior,some college,,,,faculdade maua
cv39615.xml,udf centro universitario analise e desenvolvimento de sistemas  tecnologia da informacao  2015 - 2017,,,2017,,,2015,,,2017,,,,,,,,deg-1,,,,,,udf centro universitario
cv45621.xml,(61)9.8207-3866/3536-8791. ensino superior-gestao de recursos humanos(cursando).,,,,,,,,,,,gestao de recursos humanos,,,,ensino superior,false,deg-1,ensino superior,some college,,,,
cv44437.xml, psicologia - universidade anhanguera de sao paulo - conclusao: 12/2017,,,,2017-12,notknown,,,,,2017-12,psicologia,,,,,,deg-1,,,br,sao paulo,,universidade anhanguera de sao paulo
cv43500.xml,leader coach training: maio/2017 no instituto brasileiro de coaching - ibc,,,,2017-05,notknown,,,,,2017-05,,,,,,,deg-1,,,,,,instituto brasileiro de coaching
cv43500.xml,-   gestao de projetos (enfase pmbok/pmi): de 02/2005 a 12/2005 no instituto de pesquisas tecnologicas - ipt/usp,,,,2005-12,,,2005-02,,,2005-12,gestao de projetos,,,,,,deg-2,,,,,,instituto de pesquisas tecnologicas
cv43500.xml,-   administracao de instituicoes financeiras: de 02/2001 a 06/2001 na fundacao getulio vargas - fgv,,,,2001-06,,,2001-02,,,2001-06,administracao de instituicoes financeiras,,,,,,deg-3,,,,,,fundacao getulio vargas - fgv
cv43500.xml,-   processamento de dados: de 02/1994 a 12/1996 na fundacao armando alvares penteado - faap,,,,1996-12,,,1994-02,,,1996-12,,,,,,,deg-4,,,,,,fundacao armando alvares penteado - faap
cv44183.xml,.  sistema da informacao universidade bandeirantes de sao paulo - uniban. 02/2006 - 12/2009.,,,,2009-12,,,2006-02,,,2009-12,,,,,,,deg-1,,,br,sao paulo,,universidade bandeirantes de sao paulo - uniban
cv43513.xml,mba executivo em administracao: gestao da tecnologia da informacao - previsao de conclusao em 07/2018 fgv - fundacao getulio vargas,,,,2018-07,notknown,,,,,,executivo,,,,mba,false,deg-1,mba,mba,,,,fgv - fundacao getulio vargas
cv43513.xml,pos-graduacao em sistemas de informacao - concluido em 08/2012 fgf - faculdade integrada da grande fortaleza,,,,2012-08,notknown,,,,,2012-08,sistemas de informacao,,,,pos-graduacao em sistemas de informacao,true,deg-2,masters,masters,,,,fgf - faculdade integrada da grande fortaleza
cv43513.xml,graduacao em engenharia de computacao - concluido em 07/2008 uniceub - centro universitario de brasilia,,,,2008-07,notknown,,,,,2008-07,engenharia de computacao,,,,graduacao em engenharia de computacao,true,deg-3,bachelors,bachelors,,,,uniceub - centro universitario de brasilia
cv43210.xml, pos-graduacao em gestao de projetos (2003) fmu.,,,2003,,notknown,,,,2003,,gestao de projetos,,,,pos-graduacao em gestao de projetos,,deg-2,masters,masters,,,,fmu
cv43210.xml, superior em tecnologia em processamento de dados (1994) faculdade de tecnologia de sao paulo - fatec.,,,1994,,notknown,,,,1994,,tecnologia,,,,,,deg-1,,,br,sao paulo,,faculdade de tecnologia de sao paulo - fatec
cv44001.xml,pos-graduacao mba em gestao de projetos  - concluido em 2008  graduacao,,,2008,,notknown,,,,2008,,gestao de projetos,,,,mba,true,deg-1,mba,mba,,,,
cv44001.xml,bacharel em sistema de informacao - concluido em 2006,,,2006,,notknown,,,,2006,,sistema de informacao,,,,bacharel em sistema de informacao,true,deg-2,bachelors,bachelors,,,,
cv42577.xml,ensino medio completo,,,,,,,,,,,,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,,,,
cv42252.xml, administracao de empresas - faculdade anhanguera de brasilia (concluido dez 2017),,,,2017-12,notknown,,,,,2017-12,administracao de empresas,,,,,true,deg-1,,,,,,faculdade anhanguera de brasilia
cv42252.xml, tecnico em sistema da informacao - escola tecnica de ceilandia (concluido 2006/2007),,,2007,,,2006,,,2007,,,,,,,true,deg-2,,high school or equivalent,,,,informacao - escola tecnica de ceilandia
cv41586.xml,superior - concluido bacharelado em sistemas de informacao,,,,,,,,,,,sistemas de informacao,,,,bacharelado em sistemas de informacao,,deg-1,bachelors,bachelors,,,,
cv43507.xml,associate consultant for clickmobile v8.x clicksoftware  license 201609-6461,,,,2016-09,notknown,,,,,2016-09,,,,,license,,deg-2,vocational,vocational,,,,for clickmobile
cv43507.xml,associate consultant for clickschedule v8.x clicksoftware  license 201609-6463,,,,2016-09,notknown,,,,,2016-09,,,,,license,,deg-3,vocational,vocational,,,,for clickschedule
cv43507.xml,bacharelado em sistemas de informacoes gerenciais - faculdade de alagoas - fal.,,,,,,,,,,,sistemas de informacoes gerenciais,,,,bacharelado em sistemas de informacoes gerenciais,,deg-1,bachelors,bachelors,,,,faculdade de alagoas - fal
cv45676.xml,*cursando nivel superior em letras-portugues (faculdade maua-df) *curso de frances (nivel avancado),,,,,,,,,,,,,,,df,false,deg-1,doctorate,doctorate,br,maua,df,faculdade maua
cv45676.xml,*cursando tecnico em informatica pela escola tecnica de ceilandia,,,,,,,,,,,,,,,,false,deg-2,,high school or equivalent,,,,escola tecnica de ceilandia
cv42505.xml,graduacao em tecnologia em sistemas para internet - unicesp - brasilia - df  2007.,,,2007,,notknown,,,,2007,,unicesp,,,,graduacao em tecnologia em sistemas para internet,,deg-1,bachelors,bachelors,,,,
cv45080.xml,escolaridade  fgv-gestao em gestao em projetos (2013-2013),,,2013,,,2013,,,2013,,fgv-gestao,,,,,,deg-1,,,,,,fgv
cv45080.xml,formacao superior. faculdades oswaldo cruz - bach. matematica - prontuario 82.250 - processamento de dados - 1982/1986  proficiencia em idiomas ingles: leitura fluente  escrita fluente  conversacao avancada - berlitz on campus - san diego - usa espanhol: leitura intermediaria  escrita intermediaria  conversacao intermediaria.,,,1986,,,1982,,,1986,,matematica,,,,bach,,deg-2,bachelors,bachelors,,,,faculdades oswaldo cruz
cv44771.xml,graduada em pedagogia com habilitacao em orientacao educacional nas faculdades integradas icesp,,,,,,,,,,,,,,,,,deg-1,,,,,,orientacao educacional nas faculdades integradas icesp
cv43126.xml,tecnologo em analise e desenvolvimento de sistemas - universidade estacio de sa - finalizada em 2010,,,2010,,notknown,,,,2010,,,,,,,,deg-2,,,,,,sistemas - universidade estacio de sa
cv43126.xml,curso de gerenciamento de projetos - rjproj consultoria e treinamento  pos graduacao em analise e projeto de sistemas - universidade gama filho (possuo declaracao das disciplinas cursadas),,,,,,,,,,,cursadas,,,,pos graduacao em analise e projeto de sistemas,,deg-1,bachelors,bachelors,,,,universidade gama filho
cv44373.xml, psicologia- unip (universidade paulista).,,,,,,,,,,,psicologia,,,,,,deg-1,,,,,,unip (universidade paulista)
cv44866.xml,conclusao: 2014    tecnologo de gestao recursos humanos instituicao: unopar- taguatinga norte cidade: brasilia - df curso: superior semestre: 5o (cursando),,,2014,,notknown,,,,,,tecnologo de gestao recursos humanos,,,,,false,deg-2,,,br,brasilia,df,unopar- taguatinga norte
cv44866.xml, ensino medio completo instituicao: cem 03 cidade: taguatinga df curso: regular conclusao: 2001     curso tecnico 1600h/a (com estagio supervisionado) instituicao: ceteb - brasilia cidade: setor sul - df curso: secretario escolar,,,,,,,,,,,instituicao,,,,ensino medio completo,true,deg-1,ensino medio completo,high school or equivalent,br,brasilia,,ceteb - brasilia
cv43448.xml, pos graduacao em governanca de tecnologia da informacao instituicao: universidade catolica de brasilia conclusao: 2015,,,2015,,notknown,,,,2015,,instituicao,,,,pos graduacao em governanca de tecnologia da informacao,,deg-1,bachelors,bachelors,,,,universidade catolica de brasilia
cv43448.xml, bacharelado em sistemas de informacao instituicao: upis (uniao pioneira de integracao social) conclusao: 2008,,,2008,,notknown,,,,2008,,instituicao,,,,bacharelado em sistemas de informacao,,deg-2,bachelors,bachelors,,,,upis (uniao pioneira de integracao social)
cv43358.xml,mba: fundacao getulio vargas (gerenciamento de projetos) - incompleto,,,,,,,,,,,,,,,mba,false,deg-1,mba,mba,,,,fundacao getulio vargas
cv43358.xml,especializacao: universidade de brasilia (desenvolvimento de sistemas distribuidos com orientacao a objetos),,,,,,,,,,,,,,,,,deg-2,,,,,,universidade de brasilia
cv43358.xml,graduacao: universidade catolica de brasilia,,,,,,,,,,,,,,,graduacao,,deg-3,bachelors,bachelors,,,,universidade catolica de brasilia
cv43358.xml,(bacharelado em ciencia da computacao)  cursos extra curricular managment 3.0 entidade: plano pro2 periodo: 16 horas fundamentos em itil v3 entidade: office it periodo: 20 horas fundamentos em cobit entidade: office it periodo: 20 horas agregando valor com bpm entidade: elo group periodo: 16 horas execucao de projetos de transformacao de processos entidade: elo group periodo: 8 horas processo com foco em ti entidade: elo group periodo: 12 horas scrum entidade: bancoob periodo: 16 horas ingles entidade: brasas periodo: 2 5 anos,,,,,,,,,,,ciencia da computacao,,,,bacharelado em ciencia da computacao,,deg-4,bachelors,bachelors,,,,
cv42477.xml,escola estadual argemiro antonio do prado dezembro de 2010 nivel superior cursando - 7o semestre de psicologia,,,,2010-12,notknown,,,,,,psicologia,,,,,false,deg-1,,some high school or equivalent,,,,escola estadual argemiro antonio do prado
cv44538.xml,pos-graduando em psicologia organizacional - instituto kalitek - conclusao - dezembro 2018,,,,2018-12,notknown,,,,,,pos-graduando,,,,,false,deg-2,,,,,,instituto kalitek
cv44538.xml,pos-graduando em gestao de pessoas - instituto kalitek - conclusao 2018 - dezembro 2018,,,,2018-12,,2018,,,,,gestao,,,,,false,deg-3,,,,,,instituto kalitek
cv44538.xml,graduada em recursos humanos - uniplan/2016,,,2016,,notknown,,,,2016,,,,,,,,deg-1,,,,,,uniplan
cv44893.xml, concluido: bacharel em psicologia - 2015 - unicsul sao miguel,,,2015,,notknown,,,,2015,,psicologia,,,,bacharel em psicologia,,deg-1,bachelors,bachelors,,,,unicsul sao miguel
cv44893.xml, concluido: gestao em recursos humanos - 2010 - unicsul sao miguel,,,2010,,notknown,,,,2010,,gestao,,,,,,deg-2,,,,,,unicsul sao miguel
cv42089.xml, pos graduacao em gestao de pessoas - asep   graduada em  gestao de recursos humanos - uniplan,,,,,,,,,,,asep,,,,pos graduacao em gestao de pessoas,,deg-1,bachelors,bachelors,,,,uniplan
cv42632.xml,ensino superior completo: formacao em psicologo termino em: 2017,,,2017,,notknown,,,,2017,,,,,,ensino superior,true,deg-1,ensino superior,some college,,,,
cv42632.xml,ensino medio completo termino em: 2012,,,2012,,notknown,,,,2012,,termino,,,,ensino medio completo,true,deg-2,ensino medio completo,high school or equivalent,,,,
cv41283.xml,superior completo-universidade ibirapuera gestao de recursos humanos,,,,,,,,,,,gestao de recursos humanos,,,,,true,deg-1,,,,,,universidade ibirapuera
cv41283.xml,pos graduacao - inpg gestao estrategica de pessoas,,,,,,,,,,,gestao estrategica de pessoas,,,,pos graduacao,,deg-2,bachelors,bachelors,,,,inpg
cv41940.xml, escola jk - 2o grau tecnico em informatica-1999 a 2001,,,2001,,,1999,,,2001,,,,,,,,deg-2,,high school or equivalent,,,,escola jk
cv41940.xml,graduacao:   unieuro - graduado em sistemas de informacoes com titulo de bacharelado.,,,,,,,,,,,,,,,graduacao,,deg-1,bachelors,bachelors,,,,unieuro
cv39942.xml,ensino  superior - analise  e  desenvolvimento  de  sistemas  (2015/2 -   atualmente no ultimo semestre) - universidade projecao.,,current,,,,,2015-02,,,,,,,,,false,deg-1,,,,,,universidade projecao
cv44256.xml,computacao. unb - universidade de brasilia  previsao de conclusao em 2021.,,,2021,,notknown,,,,,,,,,,,false,deg-1,,,,,,unb - universidade de brasilia
cv44256.xml,tecnico em informatica. etb - escola tecnica de brasilia  conclusao em 2014.,,,2014,,notknown,,,,2014,,,,,,,,deg-2,,high school or equivalent,,,,etb - escola tecnica de brasilia
cv44256.xml,ingles. cilg -centro interescolar de linguas  conclusao em 2011.,,,2011,,notknown,,,,2011,,,,,,,,deg-3,,,,,,cilg -centro interescolar de linguas
cv43148.xml, administracao de empresas (1981 - fmu) e pos-graduado em gestao de projetos pmi (2003 - fiap) ;   certificado scrum study-sfc. preparando para as certificacoes: sm-csm  agile coach e po ;,,,,,,,,,,,administracao de empresas,,,,,,deg-1,,,,,,fmu
cv42343.xml, graduada em recursos humanos. uniplan  conclusao em 2013.,,,2013,,notknown,,,,2013,,,,,,,,deg-1,,,,,,uniplan
cv45572.xml,cursando superior de tecnologia em gestao de recursos humanos na faculdade anhanguera - previsao de conclusao: 1o/2018.,,,2018,,notknown,,,,,,tecnologia,,,,,false,deg-1,,,,,,faculdade anhanguera
cv39463.xml,unip - universidade paulista bacharel em ciencia da computacao  information technology  2007 - 2011,,,2011,,,2007,,,2011,,information technology,,,,bacharel em ciencia da computacao,,deg-1,bachelors,bachelors,,,,unip - universidade paulista
cv44350.xml,ensino superior tecnologo em analise e desenvolvimento de sistemas - cursando. universidade: uniprojecao ceilandia.,,,,,,,,,,,,,,,ensino superior,false,deg-1,ensino superior,some college,,,,tecnologo em analise e desenvolvimento de sistemas
cv43315.xml,mba governanca em ti - universidade unieuro ;,,,,,,,,,,,governanca,,,,mba,,deg-1,mba,mba,,,,universidade unieuro
cv43315.xml,graduacao em redes de computadores - faculdade uneb.,,,,,,,,,,,redes de computadores,,,,graduacao em redes de computadores,,deg-2,bachelors,bachelors,,,,faculdade uneb
cv44214.xml,instituicao: faculdade alvorada grau: tecnologo em processamento de dados conclusao: 12/1992,,,,1992-12,notknown,,,,,1992-12,,,,,,,deg-1,,,,,,faculdade alvorada
cv39544.xml,senac df pos-graduacao  banco de dados e business intelligence  2016 - 2018 senac,,,2018,,,2016,,,,,banco de dados e business intelligence,,,,pos-graduacao,false,deg-1,masters,masters,,,,senac df
cv39544.xml,tecnologo  gestao em tecnologia da informacao  2012 - 2015 senac,,,2015,,,2012,,,2015,,gestao,,,,,,deg-2,,,,,,senac
cv39544.xml,ensino medio  ensino medio completo  2009 - 2011,,,2011,,,2009,,,2011,,,,,,ensino medio completo,true,deg-3,ensino medio completo,high school or equivalent,,,,
cv42432.xml," mba pos graduacao ""psicologia organizacional"" - previsto para ser concluido no ano de 2019 - (instituto kalytek) ;",,,2019,,notknown,,,,,,"""psicologia organizacional"" - previsto para ser",,,,mba,false,deg-1,mba,mba,,,,
cv42432.xml," ensino superior - ""gestao de recursos humanos"" - concluido em junho de 2013 (faculdade senac 903 sul).",,,,2013-06,notknown,,,,,2013-06,gestao de recursos humanos,,,,ensino superior,true,deg-2,ensino superior,some college,,,,faculdade senac
cv44228.xml,2009 - 2010 pos-graduacao em engenharia de software/soa ibta - instituto brasileiro de tecnologia avancada,,,2010,,,2009,,,2010,,engenharia de software,,,,pos-graduacao em engenharia de software,,deg-1,masters,masters,,,,ibta - instituto brasileiro de tecnologia avancada
cv44228.xml,1999 - 2002 bacharelado em ciencia da computacao unib - universidade ibirapuera,,,2002,,,1999,,,2002,,ciencia da computacao,,,,bacharelado em ciencia da computacao,,deg-2,bachelors,bachelors,,,,unib - universidade ibirapuera
cv45085.xml, ensino superior - faculdade uniceub analise e desenvolvimento - cursando: 2o semestre periodo: noturno,,,,,,,,,,,,,,,ensino superior,false,deg-1,ensino superior,some college,,,,faculdade uniceub
cv45090.xml, teologia   secretariado executivo   faturista (faturamento medico hospitalar)   tecnico em informatica para web - uniceub,,,,,,,,,,,teologia,,,,,,deg-1,,,,,,uniceub
cv45090.xml, analise e desenvolvimento de sistemas - superior: cursando uniceub,,,,,,,,,,,,,,,,false,deg-2,,,,,,uniceub
cv42147.xml,graduacao: gestao de recursos humanos pela puc - 2010,,,2010,,notknown,,,,2010,,gestao de recursos humanos pela puc,,,,graduacao,,deg-1,bachelors,bachelors,,,,
cv44598.xml,ensino superior: analise e desenvolvimento de sistemas - iesb,,,,,,,,,,,,,,,ensino superior,,deg-1,ensino superior,some college,,,,iesb
