id,traininghistory_text,traininghistory_training_description,traininghistory_training_enddate_anydate,traininghistory_training_enddate_stringdate,traininghistory_training_enddate_year,traininghistory_training_enddate_yearmonth,traininghistory_training_entity,traininghistory_training_qualifications_qualification,traininghistory_training_startdate_anydate,traininghistory_training_startdate_stringdate,traininghistory_training_startdate_year,traininghistory_training_startdate_yearmonth,traininghistory_training_type
cv42395.xml,desenvolvimento de apps android - java - fiap/2015. treinamento para  certificacao hcna-hcnt (huawei certified network associate). curso de ingles - cna - 3 anos.,curso de ingles - cna - 3 anos,,,2015,,fiap,certified network associate,,,,,unknown
cv44277.xml,assistente de tecnico em informatica (concluido em 2009) local: escola tecnica de brasilia - etb curso de ingles intermediario (concluido em 2007) local: centro interescolar de linguas de taguatinga - cilt,local: centro interescolar de linguas de taguatinga - cilt,,,2007,,centro interescolar de linguas de taguatinga,,,,,,unknown
cv20106.xml,  html5  css3  javascript   modelagem de negocios   desenvolvimento web php/msql   analise de requisitos   php-doctrine 2 e design patterns   administrador linux e redes   analise de estrutura de sistema   java: jsp  jstl  hibernate   developer oracle 10g   postgresql   diplomado em tecnico projetista de sistemas / 2010   diplomado em tecnico desenvolvedor de sistemas / 2010,diplomado em tecnico desenvolvedor de sistemas / 2010,,,2010,,,,,,,,unknown
cv45701.xml,formacao de lideres - esags - curso online pela fgv - 2018 introducao a cargos e salarios - esags - curso online pela fgv - 2018 gestao do tempo - esags - curso online pela fgv - 2018 acreditando em voce caminhando sobre brasa - instituto tadashi - 2015 5s - treinamento realizado pela consultoria triad systems - 2011 tecnicas de recrutamento e selecao - treinamento com a psicologa renata menendez de paula - 2010 rotinas administrativas e bancarias - ceapa - 2005   rhtec - 2018  ferramenta linkedin recruiter   treinamento no linkedin - 2018 ,treinamento no linkedin - 2018,,,2018,,5s - treinamento realizado pela consultoria triad systems,,,,,,unknown
cv42308.xml,assistente de recursos humanos no centro de ensino medio integrado do gama - cemi.,assistente de recursos humanos no centro de ensino medio integrado do gama - cemi,,,,,centro de ensino medio integrado do gama,,,,,,unknown
cv42337.xml, superior - gestao de recursos humanos,superior - gestao de recursos humanos,,,,,,,,,,,unknown
cv44797.xml,* international scrum master foundation (ismf) - 2018   * international product owner foundation (ipof) - 2018   * graduado em analise de sistemas - estacio de sa  1997  brasil * ingles avancado   * tecnicas de vendas e negociacao - oracle brasil  1999  brasil ,tecnicas de vendas e negociacao - oracle brasil  1999  brasil,,,1999,,international product owner foundation,,,,,,unknown
cv39636.xml,grupo projecao analise e desenvolvimento de sistemas  tecnologia da informacao  2015 - 2017,analise e desenvolvimento de sistemas  tecnologia da informacao  2015 - 2017,,,2017,,analise e desenvolvimento de sistemas  tecnologia da informacao,,,,2015,,unknown
cv42471.xml, java  servlet  jsp  jstl  jdbc  maven  hibernate  jpa  spring mvc  spring  angular 2  typescript e nodejs.    html5  css3  javascript  jquery e bootstrap. php oo    designer patterns mvc sql    postgresql laravel    zend framework    uml (unified modeling language).    ionic (cursando). objetivo: ampliar novos conhecimentos e ter a chance de trabalhar em uma empresa onde possa ter a oportunidade de desenvolver ainda mais meu potencial e assim crescer juntamente com a empresa. participar no desenvolvimento da empresa agregando todos os meus conhecimentos e aprendendo cada vez mais  obtendo capacidade intelectual e aprimoramento pessoal.,intelectual e aprimoramento pessoal,,,,,,,,,,,unknown
cv39921.xml,  dinamicas e teste na selecao   estrategia de negocios   diversidade nas organizacoes   recursos humanos   pacote office   logica de programacao  html + java script + linguagem php e conexao ao banco mysql.,banco mysql,,,,,pacote office,,,,,,unknown
cv44234.xml,etec - tecnico informatica (enfase analise de sistemas) - conclusao 2012,etec - tecnico informatica (enfase analise de sistemas) - conclusao 2012,,,2012,,informatica (enfase analise de sistemas) - conclusao,,,,,,unknown
cv42519.xml, informatica basica  windows seven  operador de caixa com tecnicas administrativas,operador de caixa com tecnicas administrativas,,,,,informatica basica,,,,,,unknown
cv42384.xml,montador e reparador de computadores carga horaria:170 horas periodo: 16 de dezembro de 2013 a 21 de fevereiro de 2014. local: senac - floriano-pi operador e digitador - data online realizado no periodo de 2003 a 2004. carga horaria: 96 horas local: floriano-pi,local: floriano-pi,2014-02-21,current,2004,,carga horaria,,2013-12-16,,2003,,unknown
cv41977.xml,  gerencia de projetos  ms project - vicaz  concluido em 2012.   curso tecnico em informatica - fucapi  concluido em 2008. conhecimentos em: tecnicas de sistemas - analise de projetos e implantacao. elaboracao de relatorios. banco de dados: access  mysql  postgresql  mssql e oracle(plsql). linguagem de programacao: c#  c++  java desenvolvimento web: asp.net  php: frameworks code igniter  yii  padrao mvc javascript e biblioteca jquery.,javascript e biblioteca jquery,,,2008,,informatica - fucapi  concluido,,,,,,unknown
cv41790.xml,2009 - 2012,2009 - 2012,,,2012,,,,,,2009,,unknown
cv45383.xml,auxiliar de recursos humanos - sest senat pacote office libras basico - ifb/taguatinga - df curso informatica - cedaspy/df,curso informatica - cedaspy/df,,,,,,,,,,,unknown
cv20075.xml,.   pos-graduado em analise estruturada de sistemas  1994.,pos-graduado em analise estruturada de sistemas  1994,,,1994,,,,,,,,unknown
cv42081.xml, treinamento em linux (260hs concluido em 2009).  treinamento em java ee (120hs concluido em 2010).  curso superior doctum campus guarapari curso: sistemas de informacao,curso: sistemas de informacao,,,2010,,,,,,,,unknown
cv43321.xml,auxiliar administrativo - digitacao - auxiliar de vendas - auxiliar de departamento pessoal - montagem e configuracao de micro - pacote office,pacote office,,,,,pacote office,,,,,,unknown
cv39656.xml,tecnico em informatica industrial  desenvolvimento de softwares  2002 - 2005,tecnico em informatica industrial  desenvolvimento de softwares  2002 - 2005,,,2005,,informatica industrial  desenvolvimento,,,,2002,,unknown
cv44323.xml,access  pagemaker  coreldraw 9.0.  2002 a 2004. 2005 a 2006. new word informatica digitacao  ipd  ms-dos  windows  linux  word  excel  internet  powerpoint ,digitacao  ipd  ms-dos  windows  linux  word  excel  internet  powerpoint,,,2006,,new word informatica,,,,2005,,unknown
cv43621.xml,   (java) elementos de programacao  brasilmaisti - 2015      (java) interface com o usuario  brasilmaisti - 2016      microsoft - aprendendo a programar  brasilmaisti - 2016      redes locais de computadores  brasilmaisti - 2016      realidade virtual para construcao de atlas de anatomia  learncafe - 2016      logica de programacao  softblue - 2016 ,logica de programacao  softblue - 2016,,,2016,,,,,,,,unknown
cv42565.xml,rotinas administrativas capacitacao profissional em rotinas administrativas -assistente administrativo -assistente comercial -auxiliar financeiro -auxiliar de cobranca -auxiliar de custos -auxiliar de departamento pessoal -auxiliar de compras e controle de estoque -auxiliar de recursos humanos -auxiliar de escrita fiscal -auxiliar contabil instituicao: microlins formacao profissional carga horaria: 72 h word  excel  power point  windows  access e internet - aps informatica curso tecnico de administracao escola tecnica de ceilandia,curso tecnico de administracao escola tecnica de ceilandia,,,,,administracao escola tecnica de ceilandia,,,,,,unknown
cv44916.xml,workshop pmo agil bsb 2018 /2018 hiflex  preparatorio certificacao prince2 2018 athem  imersao agil bsb 2018 2018 hiflex  imersao agil bsb 2017 2017 hiflex  six sigma green belt 2017 rl associados  clientes  *   anac vale) *   anima educacao *   metro de sao paulo *   acesita (atual aperam south america) *   namisa *   caraiba metais (grupo paranapanema) *   petrobras *   cemig *   prb ambiental *   cosipa (atual usiminas) *   precon *   cst (atual arcelormittal tubarao) *   sadia (atual brf) *   enap (escola nacional da adm. publica) *   teksid *   fiat *   tenaris confab (atual tenaris) *   governo de minas gerais *   thyssenkrupp *   grupo seculus *   usiminas *   horizontes arquitetura e urbanismo *   vale *   ibape-mg *   vallourec & manesmann tubes (atual vallourec *   isomonte solucoes tubulares do brasil) *   mbr - mineracoes brasileiras reunidas (atual *   villares metals ,anac vale) *   anima educacao *   metro de sao paulo *   acesita (atual aperam south america) *   namisa *   caraiba metais (grupo paranapanema) *   petrobras *   cemig *   prb ambiental *   cosipa (atual usiminas) *   precon *   cst (atual arcelormittal tubarao) *   sadia (atual brf) *   enap (escola nacional da adm. publica) *   teksid *   fiat *   tenaris confab (atual tenaris) *   governo de minas gerais *   thyssenkrupp *   grupo seculus *   usiminas *   horizontes arquitetura e urbanismo *   vale *   ibape-mg *   vallourec & manesmann tubes (atual vallourec *   isomonte solucoes tubulares do brasil) *   mbr - mineracoes brasileiras reunidas (atual *   villares metals,,current,2017,,escola nacional da adm. publica,,,,2017,,unknown
cv44290.xml,* assunto: legislacao trabalhista data: dez/2011 carga horaria: 15:00h. responsavel: senai local: brasilia-df * assunto: tecnicas de vendas e atendimento ao publico data: nov/2009 carga horaria: 20:00h. responsavel: senac local: brasilia-df * assunto: tecnico em informatica data: ago/2008 carga horaria: 160:00h. responsavel: cedaspy local: brasilia-df lingua estrangeira: * ingles (tecnico) outras informacoes: * endereco: qnp 16 conjunto h casa 49 p.sul ceilandia - df. * 26 anos. * solteiro. * sem filhos. * cnh: ab.,cnh: ab,,,,2008-08,qnp 16 conjunto h casa 49 p.sul ceilandia - df,,,,,,unknown
cv42931.xml, desenvolvedor de c# - alura (concluido em dezembro de 2017)  desenvolvedor asp.net - devmedia (concluido em setembro de 2017)  desenvolvedor javascritp - alura (concluido em janeiro de 2018)  banco de dados sql server: alura(concluido em fevereiro de 2018)  ~~~~~~~~~~~~~~~~~ elio lopes ,elio lopes,,,,2018-02,,,,,,,unknown
cv45550.xml, operador de micro: (windows  word  excel  power point e internet)  rotinas administrativas: (assist. administrativo  assist. comercial  aux. financeiro  aux. de cobranca  aux. de compra e estoque  aux. de recursos humanos  aux. de departamento pessoal  aux. de escrita fiscal  aux. contabil e aux. de custo)  escola: microlins  duracao: 144 horas,duracao: 144 horas,,,,,,,,,,,unknown
cv42687.xml,   treinamento practitioner  instituto voce - curso de formacao em programacao neuro-linguistica - 96 horas  em outubro/novembro de 2010.    editoracao  grafica: corel  draw  e  adobe  pagemaker  ministrado  pela  fluxo  informatica - planfor/df  120 horas  em 2002.    formacao de formadores: curso de formacao de instrutores  ministrado pela fubras-df  60 horas  em 2000.    telecomunicacoes: nocoes  em  telecomunicacoes instalacao  manutencao  e  cabeamento  em sistemas de tv a cabo instalacao  manutencao e cabeamento no sistema de telefonia ministrado pelo sincab-df  120 horas  em 2000.    montagem  e  configuracao  de  micro: montagem  manutencao  diagnostico  configuracao  de  micro computador ministrado pelo senai-df  40 horas  em 1999.    op. micro computador: ipd  windows  excel  word ministrado pelo sesi-df  60 horas  em 1998.   brasilia-df  maio de 2017 hugo rogerio pinto martins ,brasilia-df  maio de 2017 hugo rogerio pinto martins,,,1998,2017-05,senai-df,,,,,,unknown
cv42091.xml,  auxiliar de pessoal - centro de educacao profissional senac-ceilandia.   assistente de recursos humanos - centro de educacao profissional senac-taguatinga.   curso de pacote office - intermediario - centro de educacao profissional senac-taguatinga   ingles e espanhol (basico) - com carga horaria total de 200 horas cada  realizado pela microlins. informacoes adicionais   eficiencia na realizacao de rotinas administrativas e departamento pessoal com responsabilidade  organizacao  pontualidade e dinamica.   ciclo de workshop - ministrado atraves do programa de desenvolvimento estudantil pelo ciee (centro de integracao empresa-escola).,ciclo de workshop - ministrado atraves do programa de desenvolvimento estudantil pelo ciee (centro de integracao empresa-escola),,,,,ciclo de workshop - ministrado atraves do programa de desenvolvimento estudantil pelo ciee,,,,,,unknown
cv42212.xml, neuropsicologia (online) - mar./2018 a mai./2018 (cursando) - 80 horas - instituicao: p. educacao.   como falar em publico - fev./2017 a mar./2017 - 15 horas - instituicao: senac.   inclusao de pessoas com deficiencia: planejamento e pratica - mai./2016 a jul./2016 - 36 horas - instituicao: senac.   praticas pedagogicas inclusivas na area da deficiencia intelectual - set. /2015 a fev. /2016 - 180 horas - instituicao: unesp.   dinamicas e testes na selecao - ago./2015 - 22 horas - instituicao: ev fundacao bradesco.   comunicacao escrita - ago./2015 - 91 horas - instituicao: ev fundacao bradesco.   de acordo com o novo acordo - jan./2015 - 10 horas - instituicao: ev fundacao bradesco.   informatica basica - mai./2012 - 66 horas - instituicao: microway. ,informatica basica - mai./2012 - 66 horas - instituicao: microway,,,2012,2016-02,informatica basica,,,,2016,2015-09,unknown
cv44690.xml,o curso treinee em gestao de pessoas (120 h) - tgp- soma consultoria/pi o curso de informatica e digitacao - fc informatica/pi o relacoes humanas e atendimento de qualidade - sistema brasileiro de consultoria e publicidade - sbep/pi o aperfeicoamento  e  atualizacoes  constantes  em varios  mine  cursos  encontros  foruns  seminarios  congressos  paineis e palestras nos diversos temas da area de formacao. outros conhecimentos:    consultoria e diagnostico em rh.    pesquisa de clima organizacional.    identidade organizacional.    rotinas trabalhistas.    regimento interno.    descricao e analise de cargos.    treinamento e desenvolvimento.    avaliacao de desempenho.    gestao de conflito e negociacao gestao da demissao.  politicas de recompensa qualidade e saude do trabalhador. declaro  que  todas  as  informacoes  citadas  aqui  sao  verdadeiras  e  podem  ser  devidamente comprovadas.,comprovadas,,,,,consultoria e diagnostico em rh,,,,,,unknown
cv44467.xml,eibneti-tec.suporte e manutencao de informatica 1 de 1 06/03/2018 06:48,1 de 1 06/03/2018 06:48,2018-03-06,,,,,,,,2001,,unknown
cv42167.xml, graduado em gestao de recursos humanos - estacio de sa  conclusao em 2017.,graduado em gestao de recursos humanos - estacio de sa  conclusao em 2017,,,2017,,,,,,,,unknown
cv42620.xml,operador de micro (word  excel  powerpoint  internet) - new world informatica - 2011. informacoes adicionais lingua estrangeira inglesa nivel pre-intermediario i (cursando) local: unb idiomas,local: unb idiomas,,,2011,,unb idiomas,,,,,,unknown
cv43266.xml, curso basico de mercado finaceiro (btg pactual)  informatica powercenter - (informatica)  preparacao para certificacao pmp - (dinsmore associates)  gerencia de projetos - (fgv -rio)  cobit  itil,itil,,,,,fgv,pmp,,,,,unknown
cv45035.xml, manutencao de computadores  instalacao de software e hardware instituicao: excelencia cursos l.d.t.a  gerenciamento administrativo instituicao: aprendiz sem fronteiras l.d.t.a,instituicao: aprendiz sem fronteiras l.d.t.a,,,,,aprendiz sem fronteiras l.d.t.a,,,,,,unknown
cv43316.xml,dezembro de 1997 tecnico em processamento de dados  ete jorge street,tecnico em processamento de dados  ete jorge street,,,,1997-12,,,,,,,unknown
cv44182.xml,visual basic 6.0 + oracle escola: tekno periodo: 80 hs cidade: sao paulo estado: sp oracle escola: tekno periodo: 120 hs. cidade: sao paulo estado: sp mcp - dot.net (c#  ado.net  asp.net) escola: ka solution periodo: 120 hs. cidade: sao paulo estado: sp mcts - dot.net 2013 (html5  css3  jquery  javascript) escola: ka solution periodo: 40 hs. cidade: sao paulo estado: sp cursos de linguas: ingles: escola: in company - s.a. periodo: cinco anos cidade: sao caetano do sul estado: sp frances escola: escola municipal de linguas de sao caetano do sul periodo: 03 anos cidade: sao caetano do sul estado: sp ferramentas: sql - 2008  vb6  visual studio 2003 e 2008 (wcf)  vb.net  reporting service  asp.net  clearcase  clearquest  enterprise archietect  uml.,ferramentas: sql - 2008  vb6  visual studio 2003 e 2008 (wcf)  vb.net  reporting service  asp.net  clearcase  clearquest  enterprise archietect  uml,,,2008,,ferramentas,mcp,,,2008,,unknown
cv43146.xml, java  servlet  jsp  jstl  jdbc  maven  hibernate  jpa  spring mvc  spring  angular 2  typescript e nodejs.    html5  css3  javascript  jquery e bootstrap. php oo    designer patterns mvc sql    postgresql laravel    zend framework    uml (unified modeling language).    ionic (cursando). objetivo: ampliar novos conhecimentos e ter a chance de trabalhar em uma empresa onde possa ter a oportunidade de desenvolver ainda mais meu potencial e assim crescer juntamente com a empresa. participar no desenvolvimento da empresa agregando todos os meus conhecimentos e aprendendo cada vez mais  obtendo capacidade intelectual e aprimoramento pessoal.,aprimoramento pessoal,,,,,,,,,,,unknown
cv43043.xml,  ingles e espanhol (wizard)   pacote office (network informatica)   disturbios de aprendizagem (fgv - fundacao getulio vargas)   recrutamento e selecao (fgv - fundacao getulio vargas)   lideranca e gestao de pessoas (fgv - fundacao getulio vargas)   psicologia do desenvolvimento (fundacao bradesco),fundacao bradesco,,,,,fundacao bradesco,,,,,,unknown
cv44982.xml,2012   eibnet,2012   eibnet,,,2012,,,,,,,,unknown
cv45514.xml,*  ingles complementares 2018 - ead - sebrae *  lideranca: como desenvolver times de alta performance (03 horas)  2018 - ead - sebrae *  negociacao (02 horas)  2016 - ead - sebrae *  bpsa - boas praticas nos servicos de alimentacao (40 horas)  2016 - ead - sebrae *  qualificacao em lideranca (06 horas)  2016 - ead - sebrae *qualificacao em departamento pessoal na pratica (06 horas)  2016 - ead - sebrae * qualificacao em gestao de pessoas (15 horas)  2016 - ead - sebrae *  qualificacao em vendas (05 horas)  2011 - esab - escola superior aberta do brasil *  qualificacao em psicologia clinica (120 horas)  2011 - esab - escola superior aberta do brasil *  qualificacao em psicologia escolar e social (120 horas)  trabalhos 2014 - projeto: residuos solidos - prevencao e reducao de voluntarios impactos ambientais (08 horas)  2013   -  projeto: educacao ambiental  -   sensibilizacao para aproveitamento adequado do oleo de cozinha ja usado (05 horas) ,2013   -  projeto: educacao ambiental  -   sensibilizacao para aproveitamento adequado do oleo de cozinha ja usado (05 horas),,,2013,,escola superior aberta do brasil,,,,,,unknown
cv44188.xml, gestao de projetos - usp - universidade de sao paulo  desenvolvimento de equipes - ilb - instituto legislativo brasileiro - senado federal (certificacao)  scrum - fundamentos e processos - mindmaster  melhores praticas em gerenciamento de projetos - guia pmbok -  sonda procwork outsourcing  lideranca em gestao de projetos - ietec - instituto de educacao tecnologica  bpm - gestao de processos - fundacao bradesco  gerenciamento de projetos - ibm do brasil  analise essencial e modelagem conceitual de dados - qualityfour technologies  analise de pontos de funcao - sonda procwork outsourcing  gestao de projetos - ms project - sonda procwork outsourcing  gestao de processos de negocio - oat solutions,gestao de processos de negocio - oat solutions,,,,,processos de negocio - oat solutions,,,,,,unknown
cv43332.xml,pmo value ring certified practitioner - mar/2018 - marketing digital para gestores - ago/2016  project model kanvas - out/2015  sap foundations - fi  co  sd  mm  pp - dez/ 2013  oracle primavera ppm - dez/2012. ,project model kanvas - out/2015  sap foundations - fi  co  sd  mm  pp - dez/ 2013  oracle primavera ppm - dez/2012,,,,2015-10,fi,certified practitioner,,,,2016-08,unknown
cv43356.xml,  desenvolvimento para web com jboss seam - caelum   preparatorio para certificacao rup - efti   php orientado a objetos - x25 informatica   gerencia de projetos - efti   microsoft project - efti   java e o.o - x25 informatica.,java e o.o - x25 informatica,,,,,java e o.o - x25 informatica,,,,,,unknown
cv43977.xml,   csm - certified scrum master - kownledge 21 2018    project management seminar - project lab 2010    cobit 4.1 foundations - 2010    function point analysis - peopleware - 2009    requirements engineering - peopleware - 2008   omnistorage  hp openview omniback  mc service guard  hp surestore diskarray - hp education 1999   bmp (billing mediation plataform) administration and operation - ericsson    oracle 8 administration  backup and recovery  sql and pl / sql (oracle education) - 2000   hp-ux administration  operation  analysis and performance  security  perfview measure ware  hp openview ,hp-ux administration  operation  analysis and performance  security  perfview measure ware  hp openview,,,2000,,hp,,,,,,unknown
cv42608.xml,atendimento ao publico - sebrae / faturamento medico hospitalar - etica faturamento medico  hospitalar  /  oratoria - sebrae  / tecnico  em  secretariado - instituto  monte horebe / telefonista - senac,horebe / telefonista - senac,,,,,senac,,,,,,unknown
cv44396.xml,informatica intermediaria - microlins/df rotinas administrativas - microlins/df ingles - fala (basico /leitura (basica) - wizard/df tecnico em administracao e gestao basica - espro/df escritorio contabil - grupo inteligencia/df administrando relacionamentos  desenvolvendo a lideranca e trabalhando a motivacao - unieducar planejamento de carreira  competencia profissional  processo seletivo (curriculo/dinamica em grupo/ entrevista) - udf etica e transparencia no servico publico - indesfor recursos humanos e suas evolucoes - indesfor gestao financeira - qualifica + brasilia.,gestao financeira - qualifica + brasilia,,,,,udf,,,,,,unknown
cv44822.xml,montagem e manutencao de computadores e redes. microlins  conclusao em 2012.,conclusao em 2012,,,2012,,,,,,,,unknown
cv44178.xml,ibm agile coach preparatorio para exame scrum master - scrum preparatorio para exame pmp - euax bpm - business process management,bpm - business process management,,,,,,pmp,,,,,unknown
cv43068.xml,   montagem e configuracao de micro.    treinamento de transicao do ad do windows server 2003 para2012.    treinamento de transicao de exchange server 2003 para 2010.    ca productivity accelerator.,ca productivity accelerator,,,2010,,,,,,,,unknown
cv45456.xml,assistente tecnico em informatica - escola tecnica de brasilia arquitetura da informacao para biblioteca digital personalizavel - learncafe maker studio - softwell sql server - udemy aprenda a programar em python - udemy introducao a java se - udemy laboratorio de arquitetura de redes de computadores (larc) - unip introducao a ciencia de dados 2.0 - data science academy big data fundamentos 2.0 - data science academy brasilia  2018 audineia lima do carmo,audineia lima do carmo,,current,2018,,big data fundamentos,,,,,,unknown
cv42269.xml,* assunto: legistacao trabalhista data: dez/2011 carga horaria: 15:00h. responsavel: senai local: brasilia-df * assunto: tecnicas de vendas e atendimento ao publico data: nov/2009 carga horaria: 20:00h. responsavel: senac local: brasilia-df * assunto: tecnico em informatica data: ago/2008 carga horaria: 160:00h. responsavel: cedaspy local: brasilia-df lingua estrangeira: * ingles (basico) outras informacoes: * 26 anos. * solteiro. * sem filhos. * cnh: ab.,cnh: ab,,,,2008-08,carga horaria,,,,,,unknown
cv44134.xml,xml.web (moc) - impacta asp.net (moc) - impacta css3 - impacta,css3 - impacta,,,,,,,,,,,unknown
cv41460.xml,  ingles intermediario wizard.   certificacao mcts framework 70-503.   certificacao mcts asp.net 3.5 - 70-762.   certificacao mcts asp.net 3.5 - 70-506.   treinamento em gerenciamento de escopo e risco em projetos (criton),treinamento em gerenciamento de escopo e risco em projetos (criton),,,,,,,,,,,unknown
cv44994.xml,recrutando profissionais de ti - rhtec - recrutamento e entrevista por competencias de profissionais de ti - rhtec - indicadores estrategicos de rh - rhtec - programacao neurolinguistica - com prof. lurdes machado - curso online - excel basico ao avancado - doutores do excel,curso online - excel basico ao avancado - doutores do excel,,,,,,,,,,,unknown
cv42773.xml,  informatica basica / conhecimento excel,informatica basica / conhecimento excel,,,,,informatica basica,,,,,,unknown
cv44753.xml,udemy: - angular 2 e 4 com typescript. - docker. - node. - jasmine. - microsoft project 2016. caelum: - programacao front-end com javascript e jquery  20h. - java para desenvolvimento web  40h. - laboratorio java com testes  jsf  web services e design patterns  20h. - persistencia com jpa e hibernate  40h. - laboratorio web com jsf e cdi  40h. - gerenciamento agil de projetos de software com scrum  20h. - curso praticas ageis de desenvolvimento de software  20h. green treinamentos: - introducao a orientacao a objetos c#  40h. - asp.net  40h. - sql server com transact sql  40h.,sql server com transact sql  40h,,,2016,,,,,,,,unknown
cv44060.xml,   certificado auditor interno iso 9000:2008 (julho 2013),certificado auditor interno iso 9000:2008 (julho 2013),,,,2013-07,,,,,,,unknown
cv41411.xml,nome instituicao controladoria  ubs e algodoeira siagri - software para agronegocio treinamento em linguagem sql politec - global it services treinamento de elaboracao de roteiro de politec - global it services teste treinamento em testes - caixa preta lg sistemas ltda. processos fundamentais para folha de   lg sistemas ltda. pagamento - negocio e produto gfip  k200 e homolognet - negocio e lg sistemas ltda. produto contencioso trabalhista - negocio e produto  lg sistemas ltda. ferramenta ea - enterprise architect   lg sistemas ltda. programacao php com conexao mysql  senac. postgres. treinamento - base de conhecimento em  testanywher - consultoria em teste de teste de software software workshop: testlink e bugzilla testanywher - consultoria em teste de software curso de asp politec s.a. documentacao de artefatos em uml atraves politec s.a. da engenharia reversa utilizando delphi nocoes basicas de delphi politec s.a. natural 3.16 politec s.a. jcl politec s.a. visual age generator politec s.a. cool:gen politec s.a. treinamento de sistemas de gestao da   politec s.a. qualidade cics web support politec s.a. easytrieve plus beg - banco do estado de goias s.a. outros conhecimentos na area de informatica linguagens de programacao: natural  cobol  php  visual basic  html e javascript.,linguagens de programacao: natural  cobol  php  visual basic  html e javascript,,,,2016-03,area de informatica,,,,,,unknown
cv42145.xml,informatica - (pacotte office) gestao de pessoas - (unicesp) auxiliar administrativo com secretariado - (unicesp),auxiliar administrativo com secretariado - (unicesp),,,,,informatica - (pacotte office),,,,,,unknown
cv39738.xml,java avancado (40 horas) impacta tecnologia (sao paulo/sp) 10/2001 a 11/2001  linux (management and network security) (80 horas) insight consultoria (sao paulo/sp) 06/2001 a 08/2001  object oriented programming fundamentals(40 horas) c ++ language (40 horas) compuway treinamentos (sao paulo/sp) 04/1999 a 05/1999  visual basic (80 horas) senac (bauru/sp) 09/1998 a 11/1998   existente na epoca e e ainda uma das mais importantes. publicado em 2010  esta disponivel em: http://www.vivaolinux.com.br/artigo/introducao-a-plataforma-gnu-de-desenvolvimento ensaio acerca das bibliotecas de abstracao de acesso a sgbd's em linguagem c++ analise das mais importantes bibliotecas para abstracao de acesso a sgbd's existentes https://pt.wikibooks.org/wiki/bancos_de_dados/abstracao  outros projetos relevantes desenvolvidos portogp projeto  voltado  a  seguranca  da  informacao  e  gestao  de  infraestrutura.  corretamente operando como modulo do mecanismo pam  o sistema permite a definicao remota e centralizada de diretivas de permissao de acesso e dados de operacao de terminais e servidores  fornecendo para arquitetura linux um mecanismo semelhante em funcionalidade ao existente na arquitetura active directory  apploader carregador de aplicativos destinado a monitorar  coletar e exportar dados de operacao de aplicacoes operadas em infraestrutura corporativa.  o sistema coleta dados de operacao das aplicacoes monotoradas e armazena informacoes em um banco de dados a fim de permitir reunir informacoes acerca de erros e inoperacias apresentados pelos aplicativos sem interferencia do usuario final e disponibilizando esses dados aos desenvolvedores dos sistemas ou gestores de infrraestrutura.  unikos appliance baseada em linux altamente otimizada para uso academico. baseado em sistema diskless  operada atraves de mecanismo de gestao de infraestrutura desenvolvido por mim e contanto com centenas de projetos integrados  unikos e o mais sofisticado e adequado sistema de uso academico do mercado  inexvdi appliance de vdi baseada em kvm  foss  spice  xpra e sheepdog  desenvolvida no todo por mim  acrescida de mecanismos de gestao afim de permitir sustentacao facilitada e fornecida como servico gerenciado.  outros dados de identificacao sourceforge: sourceforge.net/u/rmerli homepage: www.renatomerli.com vol: www.vivaolinux.com.br:443/ ~rmerli linkedin: br.linkedin.com/pub/renato-merli/46/844/2a0 drt: num. 061243 serie 00377-sp   (www.robocon.org). permite que diferentes algoritmos sejam avaliados atraves da solucao de um problema  e  tem  proposito  didatico.  desenvolvido  em  1999  foi  escrito  linguagem  c++  para plataforma linux e esta disponivel em: http://snackware.sf.net  introducao a plataforma de desenvolvimento gnu artigo dirigido a comunidade de desenvolvedores de software que documenta e demonstra o uso dos principais componentes da plataforma de desenvolvimento gnu. era a unica referencia ,introducao a plataforma de desenvolvimento gnu artigo dirigido a comunidade de desenvolvedores de software que documenta e demonstra o uso dos principais componentes da plataforma de desenvolvimento gnu. era a unica referencia,,current,1999,1998-11,senac,,,,2010,1998-09,unknown
cv45552.xml,02/2017 - cft - capacitacao em fundamentos de teste 12/2017 - cri - capacitacao em revisao e inspecao ,12/2017 - cri - capacitacao em revisao e inspecao,,,,2017-12,,,,,,,unknown
cv42358.xml,/ desenvolvimento profissional. java caelum orientacao a objeto - caelum - (40 horas) java web - caelum - (40 horas) desenvolvendo na pratica com git  spring e testes - (20h aula) java se - academia java oracle edition ministrada pela global code de 124 horas sintaxe da linguagem java e uml - (40 horas) principais apis: string  data  colecoes e banco de dados - (24 horas) apis avancadas: treads  i/o  swing e annotations - (20 horas) novos recursos java 08 - (16 horas) cobol - ministrada pela upngo - (161 horas) sql server - anhanguera educacional cobol avancado - upngo mainframe training cobol basico - upngo mainframe training db2 - upngo mainframe training os 390  jcl  tso  cics - upngo mainframe training html5  css e javascript  - universidade anhanguera c++ - anhanguera educacional logica de programacao - upngo mainframe training 2o grau academico colegio prof. jose jorge.,colegio prof. jose jorge,,current,2008,,universidade anhanguera,,,,,,unknown
cv42926.xml,1995 - 1995,1995 - 1995,,,1995,,,,,,1995,,unknown
